Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,197
Base Time Seconds,1677176180
Base Time Fractional,.789935208
Base Time,02/23/2023 18:16:20.789935208,
Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Seconds,Channel,CH Label
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176180.789935208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176181.123402208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176181.456853208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176182.790313208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176183.335057208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176183.668524208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176185.001982208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176185.335444208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176185.668905208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176186.002362208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176187.266267208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176187.599732208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176187.933200208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176188.266660208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176189.600135208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176189.933599208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176190.267067208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176191.600543208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176192.877102208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176194.210571208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176194.544038208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176195.877505208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176196.210969208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176196.544430208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176196.877888208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176197.211354208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176197.544814208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176197.878274208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176198.986221208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176200.319680208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176200.653154208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176200.986611208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176201.320084208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176202.653547208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176202.987009208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176204.026539208,None,
20354.10951827,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176204.770911208,None,
24288.04685885,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176205.106102208,None,
25182.3244088,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176205.439624208,None,
23298.05851758,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176205.773162208,None,
20501.53186375,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176206.106710208,None,
20223.12095669,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176206.440268208,None,
22237.92448432,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176206.773765208,None,
23337.63709145,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176207.107293254,None,
22212.53813864,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176207.440788254,None,
22260.88178379,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176207.774320254,None,
22597.38249991,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176208.107857254,None,
22077.55309931,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176208.441370254,None,
22333.5018117,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176208.774863254,None,
21888.05745734,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176209.108417254,None,
23746.15118859,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176209.441956254,None,
22231.85052386,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176209.775476254,None,
20971.26890427,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176210.109016254,None,
21510.67998761,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176210.442539254,None,
23087.68163866,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176210.776074254,None,
23131.14485318,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176211.109615254,None,
21851.54931557,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176211.443136254,None,
20451.38696283,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176211.776649254,None,
20791.50879898,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176212.110176254,None,
23006.8557657,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176212.443737254,None,
22850.53467552,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176212.777250254,None,
21309.84017856,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176213.110791254,None,
21423.52714965,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176213.444313254,None,
21923.40143721,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176213.777837254,None,
21345.61530475,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176214.111363254,None,
22935.09556243,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176214.444855254,None,
22708.65642021,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176214.778371254,None,
21939.2595589,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176215.111871254,None,
21132.38489735,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176215.445396254,None,
22041.05102337,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176215.778941254,None,
22625.00942758,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176216.112467254,None,
22326.85567046,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176216.446000254,None,
22295.65239729,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176216.779510254,None,
21145.19382932,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176217.113032254,None,
20564.35737161,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176217.446557254,None,
20187.18223805,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176217.780114254,None,
23805.09918743,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176218.113652254,None,
23610.23610033,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176218.447175254,None,
21789.58237161,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176218.780729254,None,
20953.62929939,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176219.114258254,None,
22370.73096746,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176219.447779254,None,
22751.00913932,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176219.781297254,None,
21242.15004416,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176220.114836254,None,
21278.25343025,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176220.448355254,None,
22785.05696261,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176220.781849254,None,
22913.45335991,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176221.115396254,None,
20960.24906422,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176221.448949254,None,
20796.94981556,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176221.782509254,None,
21369.43015551,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176222.116041254,None,
23033.23413919,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176222.449562254,None,
22675.79557747,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176222.783096254,None,
21468.99812526,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176223.116587254,None,
22346.80630545,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176223.450118254,None,
21640.78009593,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176223.783647254,None,
22121.8845369,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176224.117199254,None,
21395.60503614,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176224.450721254,None,
21614.56771408,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176224.784232254,None,
21695.93205908,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176225.117763254,None,
20822.12831433,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176225.451301254,None,
22509.73738995,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176225.784810254,None,
22124.01364941,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176226.118323254,None,
21474.48998717,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176226.451887254,None,
23453.67097422,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176226.785383254,None,
22531.31054,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176227.118920254,None,
20990.8281204,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176227.452418254,None,
22489.01611721,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176227.785943254,None,
22323.50248248,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176228.119459254,None,
20477.40622494,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176228.452969254,None,
20847.22040244,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176228.786497254,None,
22947.29416261,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176229.120071254,None,
22123.93990706,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176229.453628254,None,
18842.3463999,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176229.787104254,None,
22585.83107951,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176230.120601254,None,
22583.31568059,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176230.454091254,None,
20423.34062278,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176230.787629254,None,
22451.18334237,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176231.121183254,None,
22248.79487109,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176231.454742254,None,
21749.2750329,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176231.788236254,None,
22031.79624626,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176232.121751254,None,
21114.4281579,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176232.455299254,None,
21568.21165648,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176232.788819254,None,
21134.09300594,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176233.122351254,None,
21901.89726671,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176233.455897254,None,
21697.32402738,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176233.789423254,None,
20071.81363597,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176234.122961254,None,
21695.61572755,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176234.456474254,None,
21823.12686993,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176234.790004254,None,
21821.88132513,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176235.123555254,None,
22800.39247313,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176235.457076254,None,
20526.75851973,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176235.790598254,None,
22219.04644391,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176236.124122254,None,
21902.75499345,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176236.457636254,None,
21872.73984289,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176236.791159254,None,
20026.53711745,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176237.124723238,None,
21536.24017427,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176237.458273238,None,
21795.55920535,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176237.791796238,None,
21104.70102066,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176238.125338238,None,
20049.89139818,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176238.458833238,None,
22490.82987281,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176238.792351238,None,
20665.78078444,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176239.125904238,None,
20790.0693,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176239.459420238,None,
22353.21176377,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176239.792935238,None,
22025.11782106,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176240.126432238,None,
22598.65351264,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176240.459958238,None,
27028.46840474,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176240.793483238,None,
38107.57067071,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176241.127003238,None,
13073.46505572,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176241.460539238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176241.950979238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176243.284450238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176244.617918238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176244.990717238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176245.672544238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176246.311720238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176246.871305238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176247.379049238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176247.712526238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176248.045998238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176248.379471238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176248.712949238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176249.046416238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176249.712059238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176250.641884238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176251.601185238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176252.041362238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176252.890191238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176253.321185238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176254.140815238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176254.914107238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176255.615122238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176255.948603238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176256.845806238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176257.649762238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176258.079401238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176258.733100238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176259.157337238,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677176259.739785238,None,
