in s,C1 in V
-2.5208656E-02,-1.29883E-03
-2.5207728E-02,-9.08203E-04
-2.5206800E-02,-6.15234E-04
-2.5205872E-02,-1.00586E-03
-2.5204944E-02,-1.20117E-03
-2.5204016E-02,-1.00586E-03
-2.5203088E-02,-9.08203E-04
-2.5202160E-02,-1.00586E-03
-2.5201232E-02,-1.00586E-03
-2.5200304E-02,-7.12891E-04
-2.5199376E-02,-4.19922E-04
-2.5198448E-02,-8.10547E-04
-2.5197520E-02,-8.10547E-04
-2.5196592E-02,-9.08203E-04
-2.5195664E-02,-8.10547E-04
-2.5194736E-02,-1.10352E-03
-2.5193808E-02,-1.00586E-03
-2.5192880E-02,-1.00586E-03
-2.5191952E-02,-1.10352E-03
-2.5191024E-02,-9.08203E-04
-2.5190096E-02,-1.10352E-03
-2.5189168E-02,-5.17578E-04
-2.5188240E-02,-6.15234E-04
-2.5187312E-02,-8.10547E-04
-2.5186384E-02,-1.29883E-03
-2.5185456E-02,-9.08203E-04
-2.5184528E-02,-8.10547E-04
-2.5183600E-02,-8.10547E-04
-2.5182672E-02,-1.10352E-03
-2.5181744E-02,-1.39648E-03
-2.5180816E-02,-7.12891E-04
-2.5179888E-02,-9.08203E-04
-2.5178960E-02,-9.08203E-04
-2.5178032E-02,-6.15234E-04
-2.5177104E-02,-1.29883E-03
-2.5176176E-02,-1.10352E-03
-2.5175248E-02,-1.00586E-03
-2.5174320E-02,-1.10352E-03
-2.5173392E-02,-9.08203E-04
-2.5172464E-02,-5.17578E-04
-2.5171536E-02,-7.12891E-04
-2.5170608E-02,-6.15234E-04
-2.5169680E-02,-1.10352E-03
-2.5168752E-02,-1.00586E-03
-2.5167824E-02,-1.20117E-03
-2.5166896E-02,-1.29883E-03
-2.5165968E-02,-1.00586E-03
-2.5165040E-02,-8.10547E-04
-2.5164112E-02,-1.29883E-03
-2.5163184E-02,-9.08203E-04
-2.5162256E-02,-4.19922E-04
-2.5161328E-02,-6.15234E-04
-2.5160400E-02,-5.17578E-04
-2.5159472E-02,-9.08203E-04
-2.5158544E-02,-1.29883E-03
-2.5157616E-02,-1.10352E-03
-2.5156688E-02,-9.08203E-04
-2.5155760E-02,-1.39648E-03
-2.5154832E-02,-9.08203E-04
-2.5153904E-02,-1.20117E-03
-2.5152976E-02,-9.08203E-04
-2.5152048E-02,-9.08203E-04
-2.5151120E-02,-8.10547E-04
-2.5150192E-02,-5.17578E-04
-2.5149264E-02,-9.08203E-04
-2.5148336E-02,-9.08203E-04
-2.5147408E-02,-9.08203E-04
-2.5146480E-02,-1.00586E-03
-2.5145552E-02,-1.00586E-03
-2.5144624E-02,-1.20117E-03
-2.5143696E-02,-1.00586E-03
-2.5142768E-02,-1.20117E-03
-2.5141840E-02,-8.10547E-04
-2.5140912E-02,-1.10352E-03
-2.5139984E-02,-7.12891E-04
-2.5139056E-02,-1.39648E-03
-2.5138128E-02,-9.08203E-04
-2.5137200E-02,-9.08203E-04
-2.5136272E-02,-5.17578E-04
-2.5135344E-02,-6.15234E-04
-2.5134416E-02,-1.39648E-03
-2.5133488E-02,-1.00586E-03
-2.5132560E-02,-8.10547E-04
-2.5131632E-02,-1.00586E-03
-2.5130704E-02,-3.22266E-04
-2.5129776E-02,-7.12891E-04
-2.5128848E-02,-1.00586E-03
-2.5127920E-02,-8.10547E-04
-2.5126992E-02,-1.00586E-03
-2.5126064E-02,-6.15234E-04
-2.5125136E-02,-9.08203E-04
-2.5124208E-02,-1.10352E-03
-2.5123280E-02,-1.20117E-03
-2.5122352E-02,-8.10547E-04
-2.5121424E-02,-7.12891E-04
-2.5120496E-02,-7.12891E-04
-2.5119568E-02,-1.00586E-03
-2.5118640E-02,-1.00586E-03
-2.5117712E-02,-1.20117E-03
-2.5116784E-02,-1.20117E-03
-2.5115856E-02,-8.10547E-04
-2.5114928E-02,-9.08203E-04
-2.5114000E-02,-1.29883E-03
-2.5113072E-02,-9.08203E-04
-2.5112144E-02,-9.08203E-04
-2.5111216E-02,-1.00586E-03
-2.5110288E-02,-1.00586E-03
-2.5109360E-02,-9.08203E-04
-2.5108432E-02,-8.10547E-04
-2.5107504E-02,-7.12891E-04
-2.5106576E-02,-6.15234E-04
-2.5105648E-02,-9.08203E-04
-2.5104720E-02,-4.19922E-04
-2.5103792E-02,-8.10547E-04
-2.5102864E-02,-7.12891E-04
-2.5101936E-02,-1.20117E-03
-2.5101008E-02,-8.10547E-04
-2.5100080E-02,-1.00586E-03
-2.5099152E-02,-1.00586E-03
-2.5098224E-02,-9.08203E-04
-2.5097296E-02,-8.10547E-04
-2.5096368E-02,-7.12891E-04
-2.5095440E-02,-6.15234E-04
-2.5094512E-02,-1.39648E-03
-2.5093584E-02,-7.12891E-04
-2.5092656E-02,-9.08203E-04
-2.5091728E-02,-4.19922E-04
-2.5090800E-02,-7.12891E-04
-2.5089872E-02,-5.17578E-04
-2.5088944E-02,-1.29883E-03
-2.5088016E-02,-7.12891E-04
-2.5087088E-02,-1.10352E-03
-2.5086160E-02,-1.00586E-03
-2.5085232E-02,-9.08203E-04
-2.5084304E-02,-1.00586E-03
-2.5083376E-02,-1.39648E-03
-2.5082448E-02,-1.00586E-03
-2.5081520E-02,-1.29883E-03
-2.5080592E-02,-7.12891E-04
-2.5079664E-02,-1.10352E-03
-2.5078736E-02,-1.39648E-03
-2.5077808E-02,-1.20117E-03
-2.5076880E-02,-9.08203E-04
-2.5075952E-02,-1.00586E-03
-2.5075024E-02,-1.49414E-03
-2.5074096E-02,-9.08203E-04
-2.5073168E-02,-6.15234E-04
-2.5072240E-02,-1.00586E-03
-2.5071312E-02,-1.20117E-03
-2.5070384E-02,-7.12891E-04
-2.5069456E-02,-9.08203E-04
-2.5068528E-02,-1.10352E-03
-2.5067600E-02,-9.08203E-04
-2.5066672E-02,-4.19922E-04
-2.5065744E-02,-1.29883E-03
-2.5064816E-02,-6.15234E-04
-2.5063888E-02,-1.49414E-03
-2.5062960E-02,-6.15234E-04
-2.5062032E-02,-1.10352E-03
-2.5061104E-02,-7.12891E-04
-2.5060176E-02,-1.10352E-03
-2.5059248E-02,-1.39648E-03
-2.5058320E-02,-1.20117E-03
-2.5057392E-02,-1.68945E-03
-2.5056464E-02,-9.08203E-04
-2.5055536E-02,-1.10352E-03
-2.5054608E-02,-5.17578E-04
-2.5053680E-02,-5.17578E-04
-2.5052752E-02,-1.00586E-03
-2.5051824E-02,-1.00586E-03
-2.5050896E-02,-8.10547E-04
-2.5049968E-02,-5.17578E-04
-2.5049040E-02,-9.08203E-04
-2.5048112E-02,-9.08203E-04
-2.5047184E-02,-1.29883E-03
-2.5046256E-02,-7.12891E-04
-2.5045328E-02,-6.15234E-04
-2.5044400E-02,-1.29883E-03
-2.5043472E-02,-1.20117E-03
-2.5042544E-02,-1.10352E-03
-2.5041616E-02,-1.20117E-03
-2.5040688E-02,-1.10352E-03
-2.5039760E-02,-1.00586E-03
-2.5038832E-02,-1.10352E-03
-2.5037904E-02,-7.12891E-04
-2.5036976E-02,-8.10547E-04
-2.5036048E-02,-8.10547E-04
-2.5035120E-02,-1.00586E-03
-2.5034192E-02,-8.10547E-04
-2.5033264E-02,-6.15234E-04
-2.5032336E-02,-6.15234E-04
-2.5031408E-02,-5.17578E-04
-2.5030480E-02,-1.00586E-03
-2.5029552E-02,-1.00586E-03
-2.5028624E-02,-1.00586E-03
-2.5027696E-02,-6.15234E-04
-2.5026768E-02,-8.10547E-04
-2.5025840E-02,-1.10352E-03
-2.5024912E-02,-9.08203E-04
-2.5023984E-02,-4.19922E-04
-2.5023056E-02,-1.00586E-03
-2.5022128E-02,-8.10547E-04
-2.5021200E-02,-7.12891E-04
-2.5020272E-02,-8.10547E-04
-2.5019344E-02,-9.08203E-04
-2.5018416E-02,-8.10547E-04
-2.5017488E-02,-9.08203E-04
-2.5016560E-02,-4.19922E-04
-2.5015632E-02,-1.10352E-03
-2.5014704E-02,-9.08203E-04
-2.5013776E-02,-6.15234E-04
-2.5012848E-02,-7.12891E-04
-2.5011920E-02,-9.08203E-04
-2.5010992E-02,-9.08203E-04
-2.5010064E-02,-1.10352E-03
-2.5009136E-02,-1.00586E-03
-2.5008208E-02,-1.10352E-03
-2.5007280E-02,-3.22266E-04
-2.5006352E-02,-7.12891E-04
-2.5005424E-02,-1.10352E-03
-2.5004496E-02,-4.19922E-04
-2.5003568E-02,-1.20117E-03
-2.5002640E-02,-8.10547E-04
-2.5001712E-02,-1.00586E-03
-2.5000784E-02,-8.10547E-04
-2.4999856E-02,-6.15234E-04
-2.4998928E-02,-6.15234E-04
-2.4998000E-02,-1.29883E-03
-2.4997072E-02,-1.20117E-03
-2.4996144E-02,-1.00586E-03
-2.4995216E-02,-1.39648E-03
-2.4994288E-02,-1.00586E-03
-2.4993360E-02,-7.12891E-04
-2.4992432E-02,-1.10352E-03
-2.4991504E-02,-4.19922E-04
-2.4990576E-02,-8.10547E-04
-2.4989648E-02,-9.08203E-04
-2.4988720E-02,-9.08203E-04
-2.4987792E-02,-1.29883E-03
-2.4986864E-02,-1.10352E-03
-2.4985936E-02,-1.49414E-03
-2.4985008E-02,-9.08203E-04
-2.4984080E-02,-1.29883E-03
-2.4983152E-02,-8.10547E-04
-2.4982224E-02,-4.19922E-04
-2.4981296E-02,-1.00586E-03
-2.4980368E-02,-1.10352E-03
-2.4979440E-02,-1.00586E-03
-2.4978512E-02,-8.10547E-04
-2.4977584E-02,-9.08203E-04
-2.4976656E-02,-1.10352E-03
-2.4975728E-02,-7.12891E-04
-2.4974800E-02,-8.10547E-04
-2.4973872E-02,-7.12891E-04
-2.4972944E-02,-1.00586E-03
-2.4972016E-02,-2.24609E-04
-2.4971088E-02,-6.15234E-04
-2.4970160E-02,-7.12891E-04
-2.4969232E-02,-4.19922E-04
-2.4968304E-02,-7.12891E-04
-2.4967376E-02,-1.59180E-03
-2.4966448E-02,-1.10352E-03
-2.4965520E-02,-1.10352E-03
-2.4964592E-02,-1.00586E-03
-2.4963664E-02,-8.10547E-04
-2.4962736E-02,-9.08203E-04
-2.4961808E-02,-7.12891E-04
-2.4960880E-02,-1.00586E-03
-2.4959952E-02,-9.08203E-04
-2.4959024E-02,-7.12891E-04
-2.4958096E-02,-1.20117E-03
-2.4957168E-02,-9.08203E-04
-2.4956240E-02,-1.20117E-03
-2.4955312E-02,-5.17578E-04
-2.4954384E-02,-9.08203E-04
-2.4953456E-02,-9.08203E-04
-2.4952528E-02,-1.29883E-03
-2.4951600E-02,-1.29883E-03
-2.4950672E-02,-8.10547E-04
-2.4949744E-02,-1.00586E-03
-2.4948816E-02,-9.08203E-04
-2.4947888E-02,-1.39648E-03
-2.4946960E-02,-7.12891E-04
-2.4946032E-02,-7.12891E-04
-2.4945104E-02,-9.08203E-04
-2.4944176E-02,-1.29883E-03
-2.4943248E-02,-1.00586E-03
-2.4942320E-02,-7.12891E-04
-2.4941392E-02,-9.08203E-04
-2.4940464E-02,-9.08203E-04
-2.4939536E-02,-7.12891E-04
-2.4938608E-02,-7.12891E-04
-2.4937680E-02,-8.10547E-04
-2.4936752E-02,-7.12891E-04
-2.4935824E-02,-8.10547E-04
-2.4934896E-02,-8.10547E-04
-2.4933968E-02,-9.08203E-04
-2.4933040E-02,-8.10547E-04
-2.4932112E-02,-1.10352E-03
-2.4931184E-02,-7.12891E-04
-2.4930256E-02,-8.10547E-04
-2.4929328E-02,-6.15234E-04
-2.4928400E-02,-9.08203E-04
-2.4927472E-02,-1.10352E-03
-2.4926544E-02,-5.17578E-04
-2.4925616E-02,-1.00586E-03
-2.4924688E-02,-8.10547E-04
-2.4923760E-02,-7.12891E-04
-2.4922832E-02,-4.19922E-04
-2.4921904E-02,-1.00586E-03
-2.4920976E-02,-9.08203E-04
-2.4920048E-02,-7.12891E-04
-2.4919120E-02,-1.29883E-03
-2.4918192E-02,-9.08203E-04
-2.4917264E-02,-9.08203E-04
-2.4916336E-02,-8.10547E-04
-2.4915408E-02,-7.12891E-04
-2.4914480E-02,-4.19922E-04
-2.4913552E-02,-9.08203E-04
-2.4912624E-02,-1.10352E-03
-2.4911696E-02,-9.08203E-04
-2.4910768E-02,-9.08203E-04
-2.4909840E-02,-1.10352E-03
-2.4908912E-02,-7.12891E-04
-2.4907984E-02,-1.00586E-03
-2.4907056E-02,-1.10352E-03
-2.4906128E-02,-1.10352E-03
-2.4905200E-02,-9.08203E-04
-2.4904272E-02,-1.00586E-03
-2.4903344E-02,-9.08203E-04
-2.4902416E-02,-6.15234E-04
-2.4901488E-02,-9.08203E-04
-2.4900560E-02,-1.00586E-03
-2.4899632E-02,-1.00586E-03
-2.4898704E-02,-1.20117E-03
-2.4897776E-02,-1.10352E-03
-2.4896848E-02,-9.08203E-04
-2.4895920E-02,-7.12891E-04
-2.4894992E-02,-1.10352E-03
-2.4894064E-02,-1.29883E-03
-2.4893136E-02,-8.10547E-04
-2.4892208E-02,-1.00586E-03
-2.4891280E-02,-7.12891E-04
-2.4890352E-02,-6.15234E-04
-2.4889424E-02,-6.15234E-04
-2.4888496E-02,-7.12891E-04
-2.4887568E-02,-8.10547E-04
-2.4886640E-02,-1.00586E-03
-2.4885712E-02,-7.12891E-04
-2.4884784E-02,-4.19922E-04
-2.4883856E-02,-9.08203E-04
-2.4882928E-02,-1.00586E-03
-2.4882000E-02,-7.12891E-04
-2.4881072E-02,-9.08203E-04
-2.4880144E-02,-1.20117E-03
-2.4879216E-02,-4.19922E-04
-2.4878288E-02,-4.19922E-04
-2.4877360E-02,-1.20117E-03
-2.4876432E-02,-7.12891E-04
-2.4875504E-02,-5.17578E-04
-2.4874576E-02,-1.00586E-03
-2.4873648E-02,-9.08203E-04
-2.4872720E-02,-7.12891E-04
-2.4871792E-02,-1.10352E-03
-2.4870864E-02,-1.00586E-03
-2.4869936E-02,-1.39648E-03
-2.4869008E-02,-7.12891E-04
-2.4868080E-02,-5.17578E-04
-2.4867152E-02,-1.29883E-03
-2.4866224E-02,-7.12891E-04
-2.4865296E-02,-1.10352E-03
-2.4864368E-02,-1.39648E-03
-2.4863440E-02,-8.10547E-04
-2.4862512E-02,-1.29883E-03
-2.4861584E-02,-9.08203E-04
-2.4860656E-02,-9.08203E-04
-2.4859728E-02,-5.17578E-04
-2.4858800E-02,-8.10547E-04
-2.4857872E-02,-5.17578E-04
-2.4856944E-02,-5.17578E-04
-2.4856016E-02,-8.10547E-04
-2.4855088E-02,-9.08203E-04
-2.4854160E-02,-7.12891E-04
-2.4853232E-02,-1.20117E-03
-2.4852304E-02,-1.10352E-03
-2.4851376E-02,-9.08203E-04
-2.4850448E-02,-9.08203E-04
-2.4849520E-02,-3.22266E-04
-2.4848592E-02,-6.15234E-04
-2.4847664E-02,-9.08203E-04
-2.4846736E-02,-1.00586E-03
-2.4845808E-02,-1.39648E-03
-2.4844880E-02,-1.59180E-03
-2.4843952E-02,-6.15234E-04
-2.4843024E-02,-1.00586E-03
-2.4842096E-02,-7.12891E-04
-2.4841168E-02,-1.39648E-03
-2.4840240E-02,-1.29883E-03
-2.4839312E-02,-1.20117E-03
-2.4838384E-02,-8.10547E-04
-2.4837456E-02,-1.29883E-03
-2.4836528E-02,-6.15234E-04
-2.4835600E-02,-8.10547E-04
-2.4834672E-02,-7.12891E-04
-2.4833744E-02,-9.08203E-04
-2.4832816E-02,-7.12891E-04
-2.4831888E-02,-1.00586E-03
-2.4830960E-02,-5.17578E-04
-2.4830032E-02,-1.10352E-03
-2.4829104E-02,-1.20117E-03
-2.4828176E-02,-5.17578E-04
-2.4827248E-02,-9.08203E-04
-2.4826320E-02,-7.12891E-04
-2.4825392E-02,-6.15234E-04
-2.4824464E-02,-1.00586E-03
-2.4823536E-02,-1.00586E-03
-2.4822608E-02,-6.15234E-04
-2.4821680E-02,-7.12891E-04
-2.4820752E-02,-1.00586E-03
-2.4819824E-02,-1.10352E-03
-2.4818896E-02,-4.19922E-04
-2.4817968E-02,-6.15234E-04
-2.4817040E-02,-1.39648E-03
-2.4816112E-02,-9.08203E-04
-2.4815184E-02,-6.15234E-04
-2.4814256E-02,-8.10547E-04
-2.4813328E-02,-1.00586E-03
-2.4812400E-02,-1.20117E-03
-2.4811472E-02,-8.10547E-04
-2.4810544E-02,-8.10547E-04
-2.4809616E-02,-7.12891E-04
-2.4808688E-02,-8.10547E-04
-2.4807760E-02,-1.00586E-03
-2.4806832E-02,-1.00586E-03
-2.4805904E-02,-6.15234E-04
-2.4804976E-02,-1.10352E-03
-2.4804048E-02,-7.12891E-04
-2.4803120E-02,-1.10352E-03
-2.4802192E-02,-9.08203E-04
-2.4801264E-02,-8.10547E-04
-2.4800336E-02,-1.29883E-03
-2.4799408E-02,-1.29883E-03
-2.4798480E-02,-8.10547E-04
-2.4797552E-02,-9.08203E-04
-2.4796624E-02,-1.10352E-03
-2.4795696E-02,-4.19922E-04
-2.4794768E-02,-1.00586E-03
-2.4793840E-02,-5.17578E-04
-2.4792912E-02,-6.15234E-04
-2.4791984E-02,-8.10547E-04
-2.4791056E-02,-9.08203E-04
-2.4790128E-02,-1.20117E-03
-2.4789200E-02,-8.10547E-04
-2.4788272E-02,-6.15234E-04
-2.4787344E-02,-9.08203E-04
-2.4786416E-02,-8.10547E-04
-2.4785488E-02,-9.08203E-04
-2.4784560E-02,-1.20117E-03
-2.4783632E-02,-7.12891E-04
-2.4782704E-02,-7.12891E-04
-2.4781776E-02,-1.20117E-03
-2.4780848E-02,-9.08203E-04
-2.4779920E-02,-1.29883E-03
-2.4778992E-02,-5.17578E-04
-2.4778064E-02,-1.10352E-03
-2.4777136E-02,-5.17578E-04
-2.4776208E-02,-1.10352E-03
-2.4775280E-02,-1.00586E-03
-2.4774352E-02,-9.08203E-04
-2.4773424E-02,-8.10547E-04
-2.4772496E-02,-1.10352E-03
-2.4771568E-02,-7.12891E-04
-2.4770640E-02,-8.10547E-04
-2.4769712E-02,-5.17578E-04
-2.4768784E-02,-1.20117E-03
-2.4767856E-02,-4.19922E-04
-2.4766928E-02,-1.00586E-03
-2.4766000E-02,-9.08203E-04
-2.4765072E-02,-9.08203E-04
-2.4764144E-02,-1.20117E-03
-2.4763216E-02,-1.00586E-03
-2.4762288E-02,-1.20117E-03
-2.4761360E-02,-7.12891E-04
-2.4760432E-02,-7.12891E-04
-2.4759504E-02,-1.00586E-03
-2.4758576E-02,-4.19922E-04
-2.4757648E-02,-7.12891E-04
-2.4756720E-02,-8.10547E-04
-2.4755792E-02,-6.15234E-04
-2.4754864E-02,-4.19922E-04
-2.4753936E-02,-1.00586E-03
-2.4753008E-02,-1.00586E-03
-2.4752080E-02,-1.00586E-03
-2.4751152E-02,-8.10547E-04
-2.4750224E-02,-8.10547E-04
-2.4749296E-02,-9.08203E-04
-2.4748368E-02,-9.08203E-04
-2.4747440E-02,-1.00586E-03
-2.4746512E-02,-1.00586E-03
-2.4745584E-02,-1.10352E-03
-2.4744656E-02,-4.19922E-04
-2.4743728E-02,-9.08203E-04
-2.4742800E-02,-3.22266E-04
-2.4741872E-02,-6.15234E-04
-2.4740944E-02,-1.00586E-03
-2.4740016E-02,-9.08203E-04
-2.4739088E-02,-1.10352E-03
-2.4738160E-02,-6.15234E-04
-2.4737232E-02,-4.19922E-04
-2.4736304E-02,-9.08203E-04
-2.4735376E-02,-9.08203E-04
-2.4734448E-02,-1.00586E-03
-2.4733520E-02,-4.19922E-04
-2.4732592E-02,-4.19922E-04
-2.4731664E-02,-7.12891E-04
-2.4730736E-02,-6.15234E-04
-2.4729808E-02,-6.15234E-04
-2.4728880E-02,-5.17578E-04
-2.4727952E-02,-1.29883E-03
-2.4727024E-02,-9.08203E-04
-2.4726096E-02,-5.17578E-04
-2.4725168E-02,-1.00586E-03
-2.4724240E-02,-5.17578E-04
-2.4723312E-02,-1.00586E-03
-2.4722384E-02,-9.08203E-04
-2.4721456E-02,-7.12891E-04
-2.4720528E-02,-1.00586E-03
-2.4719600E-02,-1.00586E-03
-2.4718672E-02,-8.10547E-04
-2.4717744E-02,-9.08203E-04
-2.4716816E-02,-9.08203E-04
-2.4715888E-02,-8.10547E-04
-2.4714960E-02,-1.00586E-03
-2.4714032E-02,-1.10352E-03
-2.4713104E-02,-9.08203E-04
-2.4712176E-02,-6.15234E-04
-2.4711248E-02,-7.12891E-04
-2.4710320E-02,-1.10352E-03
-2.4709392E-02,-1.00586E-03
-2.4708464E-02,-9.08203E-04
-2.4707536E-02,-1.00586E-03
-2.4706608E-02,-7.12891E-04
-2.4705680E-02,-7.12891E-04
-2.4704752E-02,-7.12891E-04
-2.4703824E-02,-1.10352E-03
-2.4702896E-02,-1.00586E-03
-2.4701968E-02,-1.10352E-03
-2.4701040E-02,-1.20117E-03
-2.4700112E-02,-1.00586E-03
-2.4699184E-02,-9.08203E-04
-2.4698256E-02,-1.29883E-03
-2.4697328E-02,-4.19922E-04
-2.4696400E-02,-8.10547E-04
-2.4695472E-02,-7.12891E-04
-2.4694544E-02,-8.10547E-04
-2.4693616E-02,-5.17578E-04
-2.4692688E-02,-6.15234E-04
-2.4691760E-02,-1.10352E-03
-2.4690832E-02,-1.29883E-03
-2.4689904E-02,-8.10547E-04
-2.4688976E-02,-6.15234E-04
-2.4688048E-02,-1.00586E-03
-2.4687120E-02,-1.00586E-03
-2.4686192E-02,-1.10352E-03
-2.4685264E-02,-1.00586E-03
-2.4684336E-02,-1.00586E-03
-2.4683408E-02,-1.10352E-03
-2.4682480E-02,-9.08203E-04
-2.4681552E-02,-8.10547E-04
-2.4680624E-02,-9.08203E-04
-2.4679696E-02,-1.00586E-03
-2.4678768E-02,-1.49414E-03
-2.4677840E-02,-1.29883E-03
-2.4676912E-02,-6.15234E-04
-2.4675984E-02,-1.00586E-03
-2.4675056E-02,-7.12891E-04
-2.4674128E-02,-1.00586E-03
-2.4673200E-02,-1.39648E-03
-2.4672272E-02,-8.10547E-04
-2.4671344E-02,-1.39648E-03
-2.4670416E-02,-1.49414E-03
-2.4669488E-02,-1.20117E-03
-2.4668560E-02,-9.08203E-04
-2.4667632E-02,-5.17578E-04
-2.4666704E-02,-9.08203E-04
-2.4665776E-02,-8.10547E-04
-2.4664848E-02,-9.08203E-04
-2.4663920E-02,-7.12891E-04
-2.4662992E-02,-1.00586E-03
-2.4662064E-02,-1.39648E-03
-2.4661136E-02,-6.15234E-04
-2.4660208E-02,-1.00586E-03
-2.4659280E-02,-4.19922E-04
-2.4658352E-02,-7.12891E-04
-2.4657424E-02,-6.15234E-04
-2.4656496E-02,-4.19922E-04
-2.4655568E-02,-7.12891E-04
-2.4654640E-02,-8.10547E-04
-2.4653712E-02,-8.10547E-04
-2.4652784E-02,-9.08203E-04
-2.4651856E-02,-6.15234E-04
-2.4650928E-02,-7.12891E-04
-2.4650000E-02,-1.00586E-03
-2.4649072E-02,-3.22266E-04
-2.4648144E-02,-9.08203E-04
-2.4647216E-02,-8.10547E-04
-2.4646288E-02,-1.00586E-03
-2.4645360E-02,-7.12891E-04
-2.4644432E-02,-6.15234E-04
-2.4643504E-02,-1.00586E-03
-2.4642576E-02,-7.12891E-04
-2.4641648E-02,-6.15234E-04
-2.4640720E-02,-1.00586E-03
-2.4639792E-02,-9.08203E-04
-2.4638864E-02,-1.10352E-03
-2.4637936E-02,-8.10547E-04
-2.4637008E-02,-1.20117E-03
-2.4636080E-02,-1.20117E-03
-2.4635152E-02,-1.20117E-03
-2.4634224E-02,-9.08203E-04
-2.4633296E-02,-8.10547E-04
-2.4632368E-02,-1.00586E-03
-2.4631440E-02,-1.10352E-03
-2.4630512E-02,-6.15234E-04
-2.4629584E-02,-1.10352E-03
-2.4628656E-02,-9.08203E-04
-2.4627728E-02,-9.08203E-04
-2.4626800E-02,-1.29883E-03
-2.4625872E-02,-5.17578E-04
-2.4624944E-02,-9.08203E-04
-2.4624016E-02,-1.39648E-03
-2.4623088E-02,-1.10352E-03
-2.4622160E-02,-8.10547E-04
-2.4621232E-02,-6.15234E-04
-2.4620304E-02,-7.12891E-04
-2.4619376E-02,-8.10547E-04
-2.4618448E-02,-8.10547E-04
-2.4617520E-02,-8.10547E-04
-2.4616592E-02,-8.10547E-04
-2.4615664E-02,-7.12891E-04
-2.4614736E-02,-6.15234E-04
-2.4613808E-02,-6.15234E-04
-2.4612880E-02,-8.10547E-04
-2.4611952E-02,-6.15234E-04
-2.4611024E-02,-9.08203E-04
-2.4610096E-02,-9.08203E-04
-2.4609168E-02,-7.12891E-04
-2.4608240E-02,-8.10547E-04
-2.4607312E-02,-9.08203E-04
-2.4606384E-02,-7.12891E-04
-2.4605456E-02,-9.08203E-04
-2.4604528E-02,-1.29883E-03
-2.4603600E-02,-1.39648E-03
-2.4602672E-02,-1.00586E-03
-2.4601744E-02,-9.08203E-04
-2.4600816E-02,-9.08203E-04
-2.4599888E-02,-1.10352E-03
-2.4598960E-02,-1.29883E-03
-2.4598032E-02,-1.20117E-03
-2.4597104E-02,-1.00586E-03
-2.4596176E-02,-9.08203E-04
-2.4595248E-02,-7.12891E-04
-2.4594320E-02,-9.08203E-04
-2.4593392E-02,-6.15234E-04
-2.4592464E-02,-1.00586E-03
-2.4591536E-02,-1.00586E-03
-2.4590608E-02,-1.00586E-03
-2.4589680E-02,-7.12891E-04
-2.4588752E-02,-1.10352E-03
-2.4587824E-02,-5.17578E-04
-2.4586896E-02,-1.00586E-03
-2.4585968E-02,-1.20117E-03
-2.4585040E-02,-9.08203E-04
-2.4584112E-02,-1.20117E-03
-2.4583184E-02,-1.00586E-03
-2.4582256E-02,-8.10547E-04
-2.4581328E-02,-1.39648E-03
-2.4580400E-02,-5.17578E-04
-2.4579472E-02,-1.29883E-03
-2.4578544E-02,-1.00586E-03
-2.4577616E-02,-6.15234E-04
-2.4576688E-02,-1.00586E-03
-2.4575760E-02,-7.12891E-04
-2.4574832E-02,-8.10547E-04
-2.4573904E-02,-1.00586E-03
-2.4572976E-02,-8.10547E-04
-2.4572048E-02,-8.10547E-04
-2.4571120E-02,-1.00586E-03
-2.4570192E-02,-7.12891E-04
-2.4569264E-02,-7.12891E-04
-2.4568336E-02,-9.08203E-04
-2.4567408E-02,-7.12891E-04
-2.4566480E-02,-1.20117E-03
-2.4565552E-02,-9.08203E-04
-2.4564624E-02,-6.15234E-04
-2.4563696E-02,-9.08203E-04
-2.4562768E-02,-8.10547E-04
-2.4561840E-02,-7.12891E-04
-2.4560912E-02,-1.10352E-03
-2.4559984E-02,-8.10547E-04
-2.4559056E-02,-5.17578E-04
-2.4558128E-02,-5.17578E-04
-2.4557200E-02,-5.17578E-04
-2.4556272E-02,-4.19922E-04
-2.4555344E-02,-1.29883E-03
-2.4554416E-02,-8.10547E-04
-2.4553488E-02,-5.17578E-04
-2.4552560E-02,-4.19922E-04
-2.4551632E-02,-1.10352E-03
-2.4550704E-02,-6.15234E-04
-2.4549776E-02,-7.12891E-04
-2.4548848E-02,-5.17578E-04
-2.4547920E-02,-1.00586E-03
-2.4546992E-02,-7.12891E-04
-2.4546064E-02,-1.00586E-03
-2.4545136E-02,-6.15234E-04
-2.4544208E-02,-1.00586E-03
-2.4543280E-02,-1.00586E-03
-2.4542352E-02,-6.15234E-04
-2.4541424E-02,-9.08203E-04
-2.4540496E-02,-6.15234E-04
-2.4539568E-02,-9.08203E-04
-2.4538640E-02,-1.00586E-03
-2.4537712E-02,-9.08203E-04
-2.4536784E-02,-1.29883E-03
-2.4535856E-02,-8.10547E-04
-2.4534928E-02,-1.39648E-03
-2.4534000E-02,-6.15234E-04
-2.4533072E-02,-1.10352E-03
-2.4532144E-02,-1.00586E-03
-2.4531216E-02,-1.10352E-03
-2.4530288E-02,-9.08203E-04
-2.4529360E-02,-1.00586E-03
-2.4528432E-02,-4.19922E-04
-2.4527504E-02,-1.29883E-03
-2.4526576E-02,-9.08203E-04
