in s,C1 in V
4.9290720E-03,1.78418E-02
4.9300000E-03,1.75488E-02
4.9309280E-03,1.67676E-02
4.9318560E-03,1.63770E-02
4.9327840E-03,1.58887E-02
4.9337120E-03,1.62793E-02
4.9346400E-03,1.63770E-02
4.9355680E-03,1.51074E-02
4.9364960E-03,1.13965E-02
4.9374240E-03,6.80664E-03
4.9383520E-03,4.95117E-03
4.9392800E-03,3.29102E-03
4.9402080E-03,3.38867E-03
4.9411360E-03,3.48633E-03
4.9420640E-03,3.68164E-03
4.9429920E-03,5.43945E-03
4.9439200E-03,4.95117E-03
4.9448480E-03,2.11914E-03
4.9457760E-03,1.53320E-03
4.9467040E-03,2.90039E-03
4.9476320E-03,3.97461E-03
4.9485600E-03,3.68164E-03
4.9494880E-03,3.68164E-03
4.9504160E-03,3.48633E-03
4.9513440E-03,3.97461E-03
4.9522720E-03,4.26758E-03
4.9532000E-03,4.07227E-03
4.9541280E-03,4.65820E-03
4.9550560E-03,5.34180E-03
4.9559840E-03,7.19727E-03
4.9569120E-03,8.27148E-03
4.9578400E-03,9.05273E-03
4.9587680E-03,1.07129E-02
4.9596960E-03,1.13965E-02
4.9606240E-03,1.28613E-02
4.9615520E-03,1.42285E-02
4.9624800E-03,1.41309E-02
4.9634080E-03,1.30566E-02
4.9643360E-03,1.10059E-02
4.9652640E-03,1.08105E-02
4.9661920E-03,7.78320E-03
4.9671200E-03,2.99805E-03
4.9680480E-03,-1.26953E-04
4.9689760E-03,4.58984E-04
4.9699040E-03,-6.15234E-04
4.9708320E-03,4.58984E-04
4.9717600E-03,4.56055E-03
4.9726880E-03,7.97852E-03
4.9736160E-03,9.73633E-03
4.9745440E-03,1.32520E-02
4.9754720E-03,1.39355E-02
4.9764000E-03,1.35449E-02
4.9773280E-03,1.04199E-02
4.9782560E-03,1.12012E-02
4.9791840E-03,1.20801E-02
4.9801120E-03,1.52051E-02
4.9810400E-03,1.65723E-02
4.9819680E-03,1.52051E-02
4.9828960E-03,1.45215E-02
4.9838240E-03,1.24707E-02
4.9847520E-03,1.04199E-02
4.9856800E-03,1.05176E-02
4.9866080E-03,9.73633E-03
4.9875360E-03,9.44336E-03
4.9884640E-03,1.01270E-02
4.9893920E-03,1.00293E-02
4.9903200E-03,9.54102E-03
4.9912480E-03,9.34570E-03
4.9921760E-03,1.00293E-02
4.9931040E-03,1.11035E-02
4.9940320E-03,1.10059E-02
4.9949600E-03,9.93164E-03
4.9958880E-03,8.36914E-03
4.9968160E-03,8.07617E-03
4.9977440E-03,6.80664E-03
4.9986720E-03,5.34180E-03
4.9996000E-03,5.43945E-03
5.0005280E-03,6.12305E-03
5.0014560E-03,6.90430E-03
5.0023840E-03,7.09961E-03
5.0033120E-03,7.09961E-03
5.0042400E-03,6.12305E-03
5.0051680E-03,6.02539E-03
5.0060960E-03,7.58789E-03
5.0070240E-03,8.66211E-03
5.0079520E-03,9.05273E-03
5.0088800E-03,9.63867E-03
5.0098080E-03,8.66211E-03
5.0107360E-03,6.12305E-03
5.0116640E-03,5.04883E-03
5.0125920E-03,4.65820E-03
5.0135200E-03,6.31836E-03
5.0144480E-03,7.49023E-03
5.0153760E-03,8.75977E-03
5.0163040E-03,9.24805E-03
5.0172320E-03,1.12012E-02
5.0181600E-03,1.20801E-02
5.0190880E-03,1.31543E-02
5.0200160E-03,1.40332E-02
5.0209440E-03,1.42285E-02
5.0218720E-03,1.45215E-02
5.0228000E-03,1.39355E-02
5.0237280E-03,1.49121E-02
5.0246560E-03,1.39355E-02
5.0255840E-03,1.33496E-02
5.0265120E-03,1.46191E-02
5.0274400E-03,1.67676E-02
5.0283680E-03,1.61816E-02
5.0292960E-03,1.54004E-02
5.0302240E-03,1.19824E-02
5.0311520E-03,8.27148E-03
5.0320800E-03,6.12305E-03
5.0330080E-03,5.04883E-03
5.0339360E-03,4.36523E-03
5.0348640E-03,3.97461E-03
5.0357920E-03,3.97461E-03
5.0367200E-03,2.90039E-03
5.0376480E-03,1.82617E-03
5.0385760E-03,2.02148E-03
5.0395040E-03,2.21680E-03
5.0404320E-03,3.97461E-03
5.0413600E-03,3.97461E-03
5.0422880E-03,1.72852E-03
5.0432160E-03,6.54297E-04
5.0441440E-03,1.72852E-03
5.0450720E-03,3.29102E-03
5.0460000E-03,3.29102E-03
5.0469280E-03,2.80273E-03
5.0478560E-03,1.63086E-03
5.0487840E-03,2.02148E-03
5.0497120E-03,3.09570E-03
5.0506400E-03,3.48633E-03
5.0515680E-03,5.14648E-03
5.0524960E-03,6.51367E-03
5.0534240E-03,5.73242E-03
5.0543520E-03,4.16992E-03
5.0552800E-03,3.09570E-03
5.0562080E-03,2.31445E-03
5.0571360E-03,3.29102E-03
5.0580640E-03,4.85352E-03
5.0589920E-03,6.61133E-03
5.0599200E-03,5.83008E-03
5.0608480E-03,4.85352E-03
5.0617760E-03,3.97461E-03
5.0627040E-03,4.46289E-03
5.0636320E-03,5.43945E-03
5.0645600E-03,6.31836E-03
5.0654880E-03,6.02539E-03
5.0664160E-03,6.31836E-03
5.0673440E-03,7.39258E-03
5.0682720E-03,8.56445E-03
5.0692000E-03,9.34570E-03
5.0701280E-03,1.03223E-02
5.0710560E-03,1.04199E-02
5.0719840E-03,1.04199E-02
5.0729120E-03,8.75977E-03
5.0738400E-03,7.78320E-03
5.0747680E-03,6.70898E-03
5.0756960E-03,7.00195E-03
5.0766240E-03,6.51367E-03
5.0775520E-03,6.12305E-03
5.0784800E-03,5.63477E-03
5.0794080E-03,5.43945E-03
5.0803360E-03,5.83008E-03
5.0812640E-03,4.36523E-03
5.0821920E-03,4.36523E-03
5.0831200E-03,4.75586E-03
5.0840480E-03,5.73242E-03
5.0849760E-03,6.22070E-03
5.0859040E-03,6.51367E-03
5.0868320E-03,5.04883E-03
5.0877600E-03,2.90039E-03
5.0886880E-03,2.60742E-03
5.0896160E-03,2.31445E-03
5.0905440E-03,3.48633E-03
5.0914720E-03,4.36523E-03
5.0924000E-03,4.56055E-03
5.0933280E-03,6.41602E-03
5.0942560E-03,7.00195E-03
5.0951840E-03,6.51367E-03
5.0961120E-03,6.12305E-03
5.0970400E-03,5.34180E-03
5.0979680E-03,4.75586E-03
5.0988960E-03,5.04883E-03
5.0998240E-03,5.04883E-03
5.1007520E-03,5.92773E-03
5.1016800E-03,6.12305E-03
5.1026080E-03,5.83008E-03
5.1035360E-03,5.04883E-03
5.1044640E-03,4.46289E-03
5.1053920E-03,3.87695E-03
5.1063200E-03,3.68164E-03
5.1072480E-03,3.77930E-03
5.1081760E-03,4.75586E-03
5.1091040E-03,6.51367E-03
5.1100320E-03,7.39258E-03
5.1109600E-03,8.07617E-03
5.1118880E-03,7.88086E-03
5.1128160E-03,6.31836E-03
5.1137440E-03,3.97461E-03
5.1146720E-03,2.80273E-03
5.1156000E-03,2.02148E-03
5.1165280E-03,2.70508E-03
5.1174560E-03,4.26758E-03
5.1183840E-03,4.65820E-03
5.1193120E-03,2.41211E-03
5.1202400E-03,6.54297E-04
5.1211680E-03,1.72852E-03
5.1220960E-03,2.90039E-03
5.1230240E-03,2.31445E-03
5.1239520E-03,1.63086E-03
5.1248800E-03,2.41211E-03
5.1258080E-03,3.19336E-03
5.1267360E-03,4.16992E-03
5.1276640E-03,5.14648E-03
5.1285920E-03,4.75586E-03
5.1295200E-03,3.38867E-03
5.1304480E-03,2.41211E-03
5.1313760E-03,2.90039E-03
5.1323040E-03,3.97461E-03
5.1332320E-03,4.65820E-03
5.1341600E-03,3.97461E-03
5.1350880E-03,2.31445E-03
5.1360160E-03,9.47266E-04
5.1369440E-03,1.24023E-03
5.1378720E-03,2.50977E-03
5.1388000E-03,2.60742E-03
5.1397280E-03,1.92383E-03
5.1406560E-03,1.72852E-03
5.1415840E-03,2.31445E-03
5.1425120E-03,4.56055E-03
5.1434400E-03,5.34180E-03
5.1443680E-03,5.43945E-03
5.1452960E-03,5.24414E-03
5.1462240E-03,4.46289E-03
5.1471520E-03,2.90039E-03
5.1480800E-03,3.19336E-03
5.1490080E-03,2.70508E-03
5.1499360E-03,2.02148E-03
5.1508640E-03,2.31445E-03
5.1517920E-03,3.68164E-03
5.1527200E-03,3.29102E-03
5.1536480E-03,2.50977E-03
5.1545760E-03,2.21680E-03
5.1555040E-03,3.48633E-03
5.1564320E-03,3.38867E-03
5.1573600E-03,3.77930E-03
5.1582880E-03,3.68164E-03
5.1592160E-03,4.56055E-03
5.1601440E-03,5.34180E-03
5.1610720E-03,5.24414E-03
5.1620000E-03,6.80664E-03
5.1629280E-03,8.56445E-03
5.1638560E-03,8.95508E-03
5.1647840E-03,9.24805E-03
5.1657120E-03,1.03223E-02
5.1666400E-03,1.07129E-02
5.1675680E-03,1.18848E-02
5.1684960E-03,1.18848E-02
5.1694240E-03,1.16895E-02
5.1703520E-03,1.09082E-02
5.1712800E-03,1.14941E-02
5.1722080E-03,1.12012E-02
5.1731360E-03,9.34570E-03
5.1740640E-03,7.00195E-03
5.1749920E-03,5.43945E-03
5.1759200E-03,5.34180E-03
5.1768480E-03,6.02539E-03
5.1777760E-03,6.12305E-03
5.1787040E-03,7.19727E-03
5.1796320E-03,6.90430E-03
5.1805600E-03,4.16992E-03
5.1814880E-03,2.02148E-03
5.1824160E-03,1.92383E-03
5.1833440E-03,2.11914E-03
5.1842720E-03,3.38867E-03
5.1852000E-03,3.58398E-03
5.1861280E-03,2.11914E-03
5.1870560E-03,2.02148E-03
5.1879840E-03,2.11914E-03
5.1889120E-03,4.16992E-03
5.1898400E-03,4.46289E-03
5.1907680E-03,4.46289E-03
5.1916960E-03,3.29102E-03
5.1926240E-03,2.70508E-03
5.1935520E-03,2.21680E-03
5.1944800E-03,2.21680E-03
5.1954080E-03,2.90039E-03
5.1963360E-03,2.99805E-03
5.1972640E-03,2.90039E-03
5.1981920E-03,3.77930E-03
5.1991200E-03,4.56055E-03
5.2000480E-03,5.04883E-03
5.2009760E-03,5.73242E-03
5.2019040E-03,5.04883E-03
5.2028320E-03,5.04883E-03
5.2037600E-03,6.12305E-03
5.2046880E-03,5.53711E-03
5.2056160E-03,5.14648E-03
5.2065440E-03,5.53711E-03
5.2074720E-03,6.41602E-03
5.2084000E-03,5.83008E-03
5.2093280E-03,6.02539E-03
5.2102560E-03,6.31836E-03
5.2111840E-03,7.00195E-03
5.2121120E-03,7.09961E-03
5.2130400E-03,5.92773E-03
5.2139680E-03,4.65820E-03
5.2148960E-03,4.75586E-03
5.2158240E-03,5.24414E-03
5.2167520E-03,5.24414E-03
5.2176800E-03,6.12305E-03
5.2186080E-03,7.00195E-03
5.2195360E-03,6.02539E-03
5.2204640E-03,4.26758E-03
5.2213920E-03,4.16992E-03
5.2223200E-03,3.87695E-03
5.2232480E-03,3.97461E-03
5.2241760E-03,4.26758E-03
5.2251040E-03,4.65820E-03
5.2260320E-03,4.95117E-03
5.2269600E-03,3.77930E-03
5.2278880E-03,3.38867E-03
5.2288160E-03,2.90039E-03
5.2297440E-03,3.38867E-03
5.2306720E-03,4.07227E-03
5.2316000E-03,2.31445E-03
5.2325280E-03,1.82617E-03
5.2334560E-03,2.11914E-03
5.2343840E-03,4.07227E-03
5.2353120E-03,3.87695E-03
5.2362400E-03,1.53320E-03
5.2371680E-03,1.33789E-03
5.2380960E-03,1.63086E-03
5.2390240E-03,1.53320E-03
5.2399520E-03,1.33789E-03
5.2408800E-03,1.24023E-03
5.2418080E-03,6.83594E-05
5.2427360E-03,4.58984E-04
5.2436640E-03,1.24023E-03
5.2445920E-03,1.63086E-03
5.2455200E-03,4.58984E-04
5.2464480E-03,1.14258E-03
5.2473760E-03,1.14258E-03
5.2483040E-03,1.43555E-03
5.2492320E-03,1.04492E-03
5.2501600E-03,1.14258E-03
5.2510880E-03,1.82617E-03
5.2520160E-03,5.56641E-04
5.2529440E-03,1.14258E-03
5.2538720E-03,1.53320E-03
5.2548000E-03,2.21680E-03
5.2557280E-03,2.11914E-03
5.2566560E-03,7.51953E-04
5.2575840E-03,1.43555E-03
5.2585120E-03,2.60742E-03
5.2594400E-03,2.70508E-03
5.2603680E-03,3.29102E-03
5.2612960E-03,3.58398E-03
5.2622240E-03,2.31445E-03
5.2631520E-03,1.92383E-03
5.2640800E-03,2.70508E-03
5.2650080E-03,4.26758E-03
5.2659360E-03,4.95117E-03
5.2668640E-03,5.34180E-03
5.2677920E-03,5.24414E-03
5.2687200E-03,5.43945E-03
5.2696480E-03,3.97461E-03
5.2705760E-03,2.50977E-03
5.2715040E-03,1.82617E-03
5.2724320E-03,2.50977E-03
5.2733600E-03,3.68164E-03
5.2742880E-03,3.09570E-03
5.2752160E-03,1.63086E-03
5.2761440E-03,4.58984E-04
5.2770720E-03,1.72852E-03
5.2780000E-03,3.97461E-03
5.2789280E-03,3.09570E-03
5.2798560E-03,7.51953E-04
5.2807840E-03,9.47266E-04
5.2817120E-03,1.14258E-03
5.2826400E-03,1.33789E-03
5.2835680E-03,-2.92969E-05
5.2844960E-03,6.54297E-04
5.2854240E-03,1.63086E-03
5.2863520E-03,1.53320E-03
5.2872800E-03,-2.24609E-04
5.2882080E-03,9.47266E-04
5.2891360E-03,1.92383E-03
5.2900640E-03,8.49609E-04
5.2909920E-03,7.51953E-04
5.2919200E-03,1.04492E-03
5.2928480E-03,-2.92969E-05
5.2937760E-03,1.04492E-03
5.2947040E-03,8.49609E-04
5.2956320E-03,-2.24609E-04
5.2965600E-03,6.54297E-04
5.2974880E-03,4.58984E-04
5.2984160E-03,2.63672E-04
5.2993440E-03,7.51953E-04
5.3002720E-03,6.54297E-04
5.3012000E-03,6.83594E-05
5.3021280E-03,9.47266E-04
5.3030560E-03,8.49609E-04
5.3039840E-03,6.83594E-05
5.3049120E-03,1.14258E-03
5.3058400E-03,1.53320E-03
5.3067680E-03,1.24023E-03
5.3076960E-03,9.47266E-04
5.3086240E-03,7.51953E-04
5.3095520E-03,1.82617E-03
5.3104800E-03,2.21680E-03
5.3114080E-03,1.72852E-03
5.3123360E-03,2.70508E-03
5.3132640E-03,1.72852E-03
5.3141920E-03,4.58984E-04
5.3151200E-03,1.43555E-03
5.3160480E-03,2.31445E-03
5.3169760E-03,2.41211E-03
5.3179040E-03,1.43555E-03
5.3188320E-03,9.47266E-04
5.3197600E-03,1.92383E-03
5.3206880E-03,3.19336E-03
5.3216160E-03,2.50977E-03
5.3225440E-03,1.82617E-03
5.3234720E-03,7.51953E-04
5.3244000E-03,1.53320E-03
5.3253280E-03,1.82617E-03
5.3262560E-03,1.53320E-03
5.3271840E-03,7.51953E-04
5.3281120E-03,1.24023E-03
5.3290400E-03,1.53320E-03
5.3299680E-03,2.70508E-03
5.3308960E-03,2.11914E-03
5.3318240E-03,1.14258E-03
5.3327520E-03,1.72852E-03
5.3336800E-03,2.02148E-03
5.3346080E-03,6.54297E-04
5.3355360E-03,5.56641E-04
5.3364640E-03,1.14258E-03
5.3373920E-03,1.04492E-03
5.3383200E-03,6.83594E-05
5.3392480E-03,8.49609E-04
5.3401760E-03,6.54297E-04
5.3411040E-03,4.58984E-04
5.3420320E-03,3.61328E-04
5.3429600E-03,6.83594E-05
5.3438880E-03,6.83594E-05
5.3448160E-03,-1.26953E-04
5.3457440E-03,1.66016E-04
5.3466720E-03,2.63672E-04
5.3476000E-03,3.61328E-04
5.3485280E-03,6.83594E-05
5.3494560E-03,6.83594E-05
5.3503840E-03,-1.26953E-04
5.3513120E-03,5.56641E-04
5.3522400E-03,3.61328E-04
5.3531680E-03,3.61328E-04
5.3540960E-03,6.83594E-05
5.3550240E-03,7.51953E-04
5.3559520E-03,-1.26953E-04
5.3568800E-03,4.58984E-04
5.3578080E-03,1.04492E-03
5.3587360E-03,9.47266E-04
5.3596640E-03,-1.26953E-04
5.3605920E-03,1.04492E-03
5.3615200E-03,1.82617E-03
5.3624480E-03,6.54297E-04
5.3633760E-03,2.63672E-04
5.3643040E-03,7.51953E-04
5.3652320E-03,1.14258E-03
5.3661600E-03,1.66016E-04
5.3670880E-03,4.58984E-04
5.3680160E-03,1.14258E-03
5.3689440E-03,7.51953E-04
5.3698720E-03,1.24023E-03
5.3708000E-03,6.83594E-05
5.3717280E-03,7.51953E-04
5.3726560E-03,1.14258E-03
5.3735840E-03,2.63672E-04
5.3745120E-03,4.58984E-04
5.3754400E-03,1.14258E-03
5.3763680E-03,-1.26953E-04
5.3772960E-03,4.58984E-04
5.3782240E-03,9.47266E-04
5.3791520E-03,6.83594E-05
5.3800800E-03,6.83594E-05
5.3810080E-03,6.83594E-05
5.3819360E-03,4.58984E-04
5.3828640E-03,7.51953E-04
5.3837920E-03,6.54297E-04
5.3847200E-03,6.83594E-05
5.3856480E-03,7.51953E-04
5.3865760E-03,6.54297E-04
5.3875040E-03,1.66016E-04
5.3884320E-03,5.56641E-04
5.3893600E-03,7.51953E-04
5.3902880E-03,-2.24609E-04
5.3912160E-03,7.51953E-04
5.3921440E-03,5.56641E-04
5.3930720E-03,-2.24609E-04
5.3940000E-03,3.61328E-04
5.3949280E-03,4.58984E-04
5.3958560E-03,6.83594E-05
5.3967840E-03,5.56641E-04
5.3977120E-03,1.14258E-03
5.3986400E-03,3.61328E-04
5.3995680E-03,6.54297E-04
5.4004960E-03,6.54297E-04
5.4014240E-03,4.58984E-04
5.4023520E-03,5.56641E-04
5.4032800E-03,4.58984E-04
5.4042080E-03,1.04492E-03
5.4051360E-03,7.51953E-04
5.4060640E-03,7.51953E-04
5.4069920E-03,3.61328E-04
5.4079200E-03,1.33789E-03
5.4088480E-03,1.43555E-03
5.4097760E-03,1.14258E-03
5.4107040E-03,5.56641E-04
5.4116320E-03,1.04492E-03
5.4125600E-03,6.54297E-04
5.4134880E-03,1.14258E-03
5.4144160E-03,1.33789E-03
5.4153440E-03,1.33789E-03
5.4162720E-03,7.51953E-04
5.4172000E-03,6.54297E-04
5.4181280E-03,1.72852E-03
5.4190560E-03,6.83594E-05
5.4199840E-03,3.61328E-04
5.4209120E-03,5.56641E-04
5.4218400E-03,5.56641E-04
5.4227680E-03,-2.92969E-05
5.4236960E-03,4.58984E-04
5.4246240E-03,2.63672E-04
5.4255520E-03,7.51953E-04
5.4264800E-03,7.51953E-04
5.4274080E-03,1.66016E-04
5.4283360E-03,6.54297E-04
5.4292640E-03,-3.22266E-04
5.4301920E-03,5.56641E-04
5.4311200E-03,4.58984E-04
5.4320480E-03,-1.26953E-04
5.4329760E-03,1.66016E-04
5.4339040E-03,4.58984E-04
5.4348320E-03,-1.26953E-04
5.4357600E-03,1.66016E-04
5.4366880E-03,-3.22266E-04
5.4376160E-03,4.58984E-04
5.4385440E-03,3.61328E-04
5.4394720E-03,-4.19922E-04
5.4404000E-03,6.83594E-05
5.4413280E-03,6.83594E-05
5.4422560E-03,8.49609E-04
5.4431840E-03,6.54297E-04
5.4441120E-03,-5.17578E-04
5.4450400E-03,5.56641E-04
5.4459680E-03,1.24023E-03
5.4468960E-03,-1.26953E-04
5.4478240E-03,3.61328E-04
5.4487520E-03,9.47266E-04
5.4496800E-03,7.51953E-04
5.4506080E-03,5.56641E-04
5.4515360E-03,1.14258E-03
5.4524640E-03,7.51953E-04
5.4533920E-03,7.51953E-04
5.4543200E-03,6.54297E-04
5.4552480E-03,6.83594E-05
5.4561760E-03,5.56641E-04
5.4571040E-03,1.14258E-03
5.4580320E-03,1.72852E-03
5.4589600E-03,1.66016E-04
5.4598880E-03,8.49609E-04
5.4608160E-03,1.33789E-03
5.4617440E-03,5.56641E-04
5.4626720E-03,4.58984E-04
5.4636000E-03,1.66016E-04
5.4645280E-03,6.83594E-05
5.4654560E-03,3.61328E-04
5.4663840E-03,4.58984E-04
5.4673120E-03,6.54297E-04
5.4682400E-03,7.51953E-04
5.4691680E-03,1.24023E-03
5.4700960E-03,3.61328E-04
5.4710240E-03,6.54297E-04
5.4719520E-03,8.49609E-04
5.4728800E-03,7.51953E-04
5.4738080E-03,7.51953E-04
5.4747360E-03,5.56641E-04
5.4756640E-03,3.61328E-04
5.4765920E-03,6.54297E-04
5.4775200E-03,7.51953E-04
5.4784480E-03,1.04492E-03
5.4793760E-03,6.83594E-05
5.4803040E-03,-2.24609E-04
5.4812320E-03,6.83594E-05
5.4821600E-03,1.04492E-03
5.4830880E-03,9.47266E-04
5.4840160E-03,2.63672E-04
5.4849440E-03,4.58984E-04
5.4858720E-03,6.54297E-04
5.4868000E-03,-3.22266E-04
5.4877280E-03,6.54297E-04
5.4886560E-03,9.47266E-04
5.4895840E-03,1.04492E-03
5.4905120E-03,-1.26953E-04
5.4914400E-03,9.47266E-04
5.4923680E-03,7.51953E-04
5.4932960E-03,-2.92969E-05
5.4942240E-03,5.56641E-04
5.4951520E-03,3.61328E-04
5.4960800E-03,-2.24609E-04
5.4970080E-03,3.61328E-04
5.4979360E-03,2.63672E-04
5.4988640E-03,5.56641E-04
5.4997920E-03,5.56641E-04
5.5007200E-03,7.51953E-04
5.5016480E-03,1.04492E-03
5.5025760E-03,1.66016E-04
5.5035040E-03,-2.24609E-04
5.5044320E-03,8.49609E-04
5.5053600E-03,2.63672E-04
5.5062880E-03,6.83594E-05
5.5072160E-03,8.49609E-04
5.5081440E-03,6.83594E-05
5.5090720E-03,5.56641E-04
5.5100000E-03,-1.26953E-04
5.5109280E-03,4.58984E-04
5.5118560E-03,6.54297E-04
5.5127840E-03,1.04492E-03
5.5137120E-03,4.58984E-04
5.5146400E-03,3.61328E-04
5.5155680E-03,2.63672E-04
5.5164960E-03,1.72852E-03
5.5174240E-03,1.24023E-03
5.5183520E-03,6.54297E-04
5.5192800E-03,7.51953E-04
5.5202080E-03,4.58984E-04
5.5211360E-03,6.54297E-04
5.5220640E-03,3.61328E-04
5.5229920E-03,4.58984E-04
5.5239200E-03,6.54297E-04
5.5248480E-03,1.14258E-03
5.5257760E-03,6.54297E-04
5.5267040E-03,5.56641E-04
5.5276320E-03,6.83594E-05
5.5285600E-03,5.56641E-04
5.5294880E-03,1.66016E-04
5.5304160E-03,4.58984E-04
5.5313440E-03,-2.24609E-04
5.5322720E-03,6.83594E-05
5.5332000E-03,-4.19922E-04
5.5341280E-03,1.66016E-04
5.5350560E-03,6.83594E-05
5.5359840E-03,-2.24609E-04
5.5369120E-03,6.83594E-05
5.5378400E-03,3.61328E-04
5.5387680E-03,6.54297E-04
5.5396960E-03,-5.17578E-04
5.5406240E-03,6.83594E-05
5.5415520E-03,1.43555E-03
5.5424800E-03,4.58984E-04
5.5434080E-03,6.83594E-05
5.5443360E-03,4.58984E-04
5.5452640E-03,4.58984E-04
5.5461920E-03,6.83594E-05
5.5471200E-03,1.66016E-04
5.5480480E-03,-3.22266E-04
5.5489760E-03,4.58984E-04
5.5499040E-03,6.83594E-05
5.5508320E-03,-1.26953E-04
5.5517600E-03,4.58984E-04
5.5526880E-03,-2.24609E-04
5.5536160E-03,-1.26953E-04
5.5545440E-03,-2.24609E-04
5.5554720E-03,6.83594E-05
5.5564000E-03,-4.19922E-04
5.5573280E-03,-2.92969E-05
5.5582560E-03,3.61328E-04
5.5591840E-03,-7.12891E-04
5.5601120E-03,4.58984E-04
5.5610400E-03,6.83594E-05
5.5619680E-03,1.66016E-04
5.5628960E-03,1.66016E-04
5.5638240E-03,5.56641E-04
5.5647520E-03,1.66016E-04
5.5656800E-03,2.63672E-04
5.5666080E-03,4.58984E-04
5.5675360E-03,6.54297E-04
5.5684640E-03,1.24023E-03
5.5693920E-03,7.51953E-04
5.5703200E-03,6.83594E-05
5.5712480E-03,7.51953E-04
5.5721760E-03,7.51953E-04
5.5731040E-03,-1.26953E-04
5.5740320E-03,5.56641E-04
5.5749600E-03,1.43555E-03
5.5758880E-03,6.54297E-04
5.5768160E-03,4.58984E-04
5.5777440E-03,7.51953E-04
5.5786720E-03,5.56641E-04
5.5796000E-03,-2.92969E-05
5.5805280E-03,3.61328E-04
5.5814560E-03,7.51953E-04
5.5823840E-03,-1.26953E-04
5.5833120E-03,4.58984E-04
5.5842400E-03,7.51953E-04
5.5851680E-03,-3.22266E-04
5.5860960E-03,4.58984E-04
5.5870240E-03,-2.92969E-05
5.5879520E-03,2.63672E-04
5.5888800E-03,6.83594E-05
5.5898080E-03,6.83594E-05
5.5907360E-03,-2.92969E-05
5.5916640E-03,6.83594E-05
5.5925920E-03,3.61328E-04
5.5935200E-03,-2.24609E-04
5.5944480E-03,6.83594E-05
5.5953760E-03,6.83594E-05
5.5963040E-03,6.83594E-05
5.5972320E-03,-4.19922E-04
5.5981600E-03,1.66016E-04
5.5990880E-03,5.56641E-04
5.6000160E-03,-2.24609E-04
5.6009440E-03,-3.22266E-04
5.6018720E-03,-2.24609E-04
5.6028000E-03,3.61328E-04
5.6037280E-03,6.83594E-05
5.6046560E-03,6.83594E-05
5.6055840E-03,-1.26953E-04
5.6065120E-03,-1.26953E-04
5.6074400E-03,-1.26953E-04
5.6083680E-03,4.58984E-04
5.6092960E-03,2.63672E-04
5.6102240E-03,-2.92969E-05
5.6111520E-03,1.66016E-04
5.6120800E-03,7.51953E-04
5.6130080E-03,6.83594E-05
5.6139360E-03,6.83594E-05
5.6148640E-03,-2.24609E-04
5.6157920E-03,6.83594E-05
5.6167200E-03,6.54297E-04
5.6176480E-03,-3.22266E-04
5.6185760E-03,-1.26953E-04
5.6195040E-03,-1.26953E-04
5.6204320E-03,3.61328E-04
5.6213600E-03,-2.24609E-04
5.6222880E-03,-5.17578E-04
5.6232160E-03,5.56641E-04
5.6241440E-03,-2.24609E-04
5.6250720E-03,-2.92969E-05
5.6260000E-03,1.66016E-04
5.6269280E-03,-5.17578E-04
5.6278560E-03,-3.22266E-04
5.6287840E-03,1.14258E-03
5.6297120E-03,3.61328E-04
5.6306400E-03,2.63672E-04
5.6315680E-03,4.58984E-04
5.6324960E-03,-3.22266E-04
5.6334240E-03,5.56641E-04
5.6343520E-03,1.14258E-03
5.6352800E-03,-3.22266E-04
5.6362080E-03,6.54297E-04
5.6371360E-03,5.56641E-04
5.6380640E-03,5.56641E-04
5.6389920E-03,-2.24609E-04
5.6399200E-03,-1.26953E-04
5.6408480E-03,6.83594E-05
5.6417760E-03,6.83594E-05
5.6427040E-03,4.58984E-04
5.6436320E-03,-2.92969E-05
5.6445600E-03,-1.26953E-04
5.6454880E-03,-2.24609E-04
5.6464160E-03,-2.24609E-04
5.6473440E-03,-2.24609E-04
5.6482720E-03,6.83594E-05
5.6492000E-03,-2.92969E-05
5.6501280E-03,-2.24609E-04
5.6510560E-03,1.66016E-04
5.6519840E-03,-1.26953E-04
5.6529120E-03,6.83594E-05
5.6538400E-03,-2.24609E-04
5.6547680E-03,-7.12891E-04
5.6556960E-03,6.83594E-05
5.6566240E-03,-5.17578E-04
5.6575520E-03,-3.22266E-04
5.6584800E-03,5.56641E-04
5.6594080E-03,6.83594E-05
5.6603360E-03,-2.24609E-04
5.6612640E-03,6.54297E-04
5.6621920E-03,-3.22266E-04
5.6631200E-03,6.83594E-05
5.6640480E-03,7.51953E-04
5.6649760E-03,-2.24609E-04
5.6659040E-03,-1.26953E-04
5.6668320E-03,3.61328E-04
5.6677600E-03,-2.24609E-04
5.6686880E-03,6.83594E-05
5.6696160E-03,3.61328E-04
5.6705440E-03,-3.22266E-04
5.6714720E-03,6.83594E-05
5.6724000E-03,-3.22266E-04
5.6733280E-03,-5.17578E-04
5.6742560E-03,-9.08203E-04
5.6751840E-03,-2.24609E-04
5.6761120E-03,-2.92969E-05
5.6770400E-03,-2.24609E-04
5.6779680E-03,2.63672E-04
5.6788960E-03,3.61328E-04
5.6798240E-03,-2.24609E-04
5.6807520E-03,6.83594E-05
5.6816800E-03,7.51953E-04
5.6826080E-03,6.54297E-04
5.6835360E-03,-2.92969E-05
5.6844640E-03,-2.92969E-05
5.6853920E-03,3.61328E-04
5.6863200E-03,4.58984E-04
