Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,224
Base Time Seconds,1677177002
Base Time Fractional,.397379208
Base Time,02/23/2023 18:30:02.397379208,
Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Seconds,Channel,CH Label
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177002.397379208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177002.730842208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177003.064297208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177003.397754208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177003.731216208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177004.064666208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177004.404711208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177004.738185208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177005.071646208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177005.405101208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177005.738567208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177006.072033208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177006.405499208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177006.738961208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177007.072425208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177007.405890208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177007.739357208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177008.072817208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177008.406275208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177008.739742208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177009.073209208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177009.406671208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177009.740145208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177010.073610208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177010.407074208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177010.740537208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177011.073996208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177011.407451208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177011.740915208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177012.074383208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177012.407844208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177012.741306208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177013.074767208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177013.408237208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177013.741701208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177014.075165208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177014.408626208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177014.742094208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177015.075556208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177015.409019208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177015.742481208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177016.075948208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177016.409409208,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177017.742877314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177018.076341314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177018.409808314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177018.743276314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177019.076744314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177019.410206314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177019.743668314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177020.077132314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177020.410598314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177020.744062314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177021.077523314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177021.410988314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177021.744459314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177022.077922314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177022.411385314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177022.744851314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177023.078319314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177023.411774314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177023.745236314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177024.078697314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177024.412165314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177024.745631314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177025.079091314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177025.412553314,None,
0,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177025.746019314,None,
5453.364009347,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177026.079486314,None,
1027.184262844,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177026.600114314,None,
3361.979855496,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177026.934573314,None,
853.0096665254,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177027.268560314,None,
1508.15818258,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177027.603116314,None,
2135.112426845,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177027.937519314,None,
2994.861489294,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177028.271888314,None,
2248.379311539,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177028.605704314,None,
2172.665316385,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177028.939379314,None,
2834.893705235,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177029.273630314,None,
1333.250128927,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177029.607273314,None,
1689.275027668,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177029.941563314,None,
3127.019675066,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177030.275812314,None,
749.2700942812,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177030.609751314,None,
2784.04299606,Hertz,100000,6.5,F,F,F,F,F,F,Front,F,Main,1677177030.946178314,None,
