Time,Channel A
(us),(mV)

-26,52799958,131,67440000
-26,52699958,131,67440000
-26,52599958,131,67440000
-26,52499958,136,38040000
-26,52399958,131,67440000
-26,52299958,131,67440000
-26,52199958,131,67440000
-26,52099958,136,38040000
-26,51999958,131,67440000
-26,51899958,136,38040000
-26,51799958,136,38040000
-26,51699958,136,38040000
-26,51599958,136,38040000
-26,51499958,136,38040000
-26,51399958,131,67440000
-26,51299958,136,38040000
-26,51199958,136,38040000
-26,51099958,136,38040000
-26,50999958,136,38040000
-26,50899958,136,38040000
-26,50799958,136,38040000
-26,50699958,141,08640000
-26,50599958,136,38040000
-26,50499958,141,08640000
-26,50399958,136,38040000
-26,50299958,136,38040000
-26,50199958,136,38040000
-26,50099958,141,08640000
-26,49999958,136,38040000
-26,49899958,136,38040000
-26,49799958,136,38040000
-26,49699958,136,38040000
-26,49599958,131,67440000
-26,49499958,136,38040000
-26,49399958,136,38040000
-26,49299958,136,38040000
-26,49199958,136,38040000
-26,49099958,136,38040000
-26,48999958,136,38040000
-26,48899958,131,67440000
-26,48799958,136,38040000
-26,48699958,136,38040000
-26,48599958,136,38040000
-26,48499958,136,38040000
-26,48399958,131,67440000
-26,48299958,131,67440000
-26,48199958,131,67440000
-26,48099958,131,67440000
-26,47999958,136,38040000
-26,47899958,131,67440000
-26,47799958,131,67440000
-26,47699958,131,67440000
-26,47599958,131,67440000
-26,47499958,131,67440000
-26,47399958,126,96850000
-26,47299958,126,96850000
-26,47199958,126,96850000
-26,47099958,126,96850000
-26,46999958,126,96850000
-26,46899958,126,96850000
-26,46799958,126,96850000
-26,46699958,126,96850000
-26,46599958,122,26250000
-26,46499958,126,96850000
-26,46399958,122,26250000
-26,46299958,122,26250000
-26,46199958,122,26250000
-26,46099958,122,26250000
-26,45999958,117,57200000
-26,45899958,122,26250000
-26,45799958,122,26250000
-26,45699958,117,57200000
-26,45599958,117,57200000
-26,45499958,117,57200000
-26,45399958,117,57200000
-26,45299958,117,57200000
-26,45199958,112,86600000
-26,45099958,112,86600000
-26,44999958,112,86600000
-26,44899958,112,86600000
-26,44799958,112,86600000
-26,44699958,112,86600000
-26,44599958,108,16010000
-26,44499958,112,86600000
-26,44399958,108,16010000
-26,44299958,112,86600000
-26,44199958,112,86600000
-26,44099958,112,86600000
-26,43999958,112,86600000
-26,43899958,112,86600000
-26,43799958,112,86600000
-26,43699958,112,86600000
-26,43599958,112,86600000
-26,43499958,112,86600000
-26,43399958,117,57200000
-26,43299958,117,57200000
-26,43199958,112,86600000
-26,43099958,117,57200000
-26,42999958,112,86600000
-26,42899958,112,86600000
-26,42799958,117,57200000
-26,42699958,117,57200000
-26,42599958,117,57200000
-26,42499958,117,57200000
-26,42399958,117,57200000
-26,42299958,117,57200000
-26,42199958,117,57200000
-26,42099958,122,26250000
-26,41999958,122,26250000
-26,41899958,122,26250000
-26,41799958,122,26250000
