"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.794001686E1,2.864074707E-2,-5.158996582E-2,3.402709961E-3,5.910495243E-2
3.794251930E1,2.864074707E-2,-5.584716797E-2,1.266479492E-3,6.277581169E-2
3.794499123E1,2.545166016E-2,-4.945373535E-2,1.266479492E-3,5.563328963E-2
3.794749367E1,2.012634277E-2,-3.668212891E-2,-8.697509766E-4,4.184978759E-2
3.794999611E1,1.693725586E-2,-7.919311523E-3,2.334594727E-3,1.884241130E-2
3.795246803E1,1.054382324E-2,2.084350586E-2,2.334594727E-3,2.347497130E-2
3.795497047E1,3.082275391E-3,4.855346680E-2,-8.697509766E-4,4.865897683E-2
3.795744240E1,9.460449219E-4,7.518005371E-2,-1.922607422E-3,7.521058367E-2
3.795991432E1,-3.311157227E-3,8.369445801E-2,-8.697509766E-4,8.376444670E-2
3.796241676E1,-6.500244141E-3,6.878662109E-2,-2.990722656E-3,6.915776773E-2
3.796491920E1,9.460449219E-4,2.616882324E-2,-2.990722656E-3,2.635615171E-2
3.796739113E1,1.480102539E-2,-2.389526367E-2,1.983642578E-4,2.810859881E-2
3.796989357E1,2.651977539E-2,-7.821655273E-2,1.266479492E-3,8.259982796E-2
3.797236549E1,2.970886230E-2,-1.144409180E-1,1.983642578E-4,1.182344263E-1
3.797486794E1,2.651977539E-2,-1.186981201E-1,1.983642578E-4,1.216247572E-1
3.797733986E1,1.586914062E-2,-9.846496582E-2,1.983642578E-4,9.973574317E-2
3.797984230E1,-4.379272461E-3,-6.010437012E-2,-2.990722656E-3,6.033786337E-2
3.798231422E1,-3.100585938E-2,-1.324462891E-2,-2.990722656E-3,3.384860311E-2
3.798481667E1,-5.125427246E-2,3.576660156E-2,-8.697509766E-4,6.250605330E-2
3.798728859E1,-6.295776367E-2,8.050537109E-2,1.983642578E-4,1.021999713E-1
3.798979103E1,-6.402587891E-2,1.145935059E-1,2.334594727E-3,1.312876045E-1
3.799229347E1,-6.402587891E-2,1.369628906E-1,3.402709961E-3,1.512273950E-1
3.799476540E1,-5.976867676E-2,1.422882080E-1,2.334594727E-3,1.543492118E-1
3.799726784E1,-4.272460938E-2,1.252441406E-1,-1.922607422E-3,1.323449411E-1
3.799973976E1,-1.716613770E-2,8.689880371E-2,1.983642578E-4,8.857831404E-2
3.800224220E1,1.159667969E-2,2.404785156E-2,1.983642578E-4,2.669871707E-2
3.800471413E1,3.930664062E-2,-4.945373535E-2,-8.697509766E-4,6.317784742E-2
3.800721657E1,6.700134277E-2,-1.112365723E-1,-8.697509766E-4,1.298595834E-1
3.800968849E1,7.872009277E-2,-1.591796875E-1,1.266479492E-3,1.775855565E-1
3.801219093E1,8.190917969E-2,-1.762237549E-1,1.266479492E-3,1.943335521E-1
3.801466286E1,7.019042969E-2,-1.602478027E-1,1.983642578E-4,1.749459747E-1
3.801716530E1,4.782104492E-2,-1.186981201E-1,1.266479492E-3,1.279753884E-1
3.801966774E1,1.905822754E-2,-6.542968750E-2,1.983642578E-4,6.814909678E-2
3.802213966E1,-1.289367676E-2,-3.646850586E-3,-8.697509766E-4,1.342769103E-2
3.802464211E1,-3.739929199E-2,4.855346680E-2,2.334594727E-3,6.133185561E-2
3.802711403E1,-5.657958984E-2,9.008789062E-2,2.334594727E-3,1.064073698E-1
3.802961647E1,-6.509399414E-2,1.177825928E-1,1.983642578E-4,1.345734245E-1
3.803208839E1,-6.723022461E-2,1.284484863E-1,1.266479492E-3,1.449845534E-1
3.803459084E1,-6.190490723E-2,1.316375732E-1,1.266479492E-3,1.454725823E-1
3.803706276E1,-5.337524414E-2,1.199188232E-1,1.983642578E-4,1.312611146E-1
3.803956520E1,-3.421020508E-2,9.329223633E-2,-1.922607422E-3,9.938549145E-2
3.804203712E1,-9.704589844E-3,5.599975586E-2,-8.697509766E-4,5.684107834E-2
3.804453957E1,1.054382324E-2,9.124755859E-3,-8.697509766E-4,1.397103592E-2
3.804704201E1,3.503417969E-2,-4.519653320E-2,-8.697509766E-4,5.719158003E-2
3.804951393E1,5.314636230E-2,-9.207153320E-2,-8.697509766E-4,1.063130261E-1
3.805201637E1,6.593322754E-2,-1.250915527E-1,1.983642578E-4,1.414041244E-1
3.805448830E1,6.912231445E-2,-1.389465332E-1,1.983642578E-4,1.551904404E-1
3.805699074E1,6.060791016E-2,-1.336212158E-1,-1.922607422E-3,1.467366502E-1
3.805946266E1,4.888916016E-2,-1.080474854E-1,-8.697509766E-4,1.185966506E-1
3.806196510E1,2.545166016E-2,-6.542968750E-2,-1.922607422E-3,7.023195448E-2
3.806443703E1,9.460449219E-4,-1.643371582E-2,-8.697509766E-4,1.648388557E-2
3.806693947E1,-1.928710938E-2,2.511596680E-2,-1.922607422E-3,3.172539670E-2
3.806941139E1,-4.486083984E-2,6.132507324E-2,1.266479492E-3,7.599252286E-2
3.807191383E1,-5.444335938E-2,8.476257324E-2,-8.697509766E-4,1.007448742E-1
3.807441628E1,-5.763244629E-2,9.648132324E-2,1.983642578E-4,1.123840912E-1
3.807688820E1,-5.763244629E-2,1.060638428E-1,-8.697509766E-4,1.207136864E-1
3.807939064E1,-5.444335938E-2,1.050109863E-1,-8.697509766E-4,1.182883895E-1
3.808186256E1,-3.846740723E-2,9.329223633E-2,1.983642578E-4,1.009119523E-1
3.808436500E1,-2.249145508E-2,6.771850586E-2,1.983642578E-4,7.135615556E-2
3.808683693E1,-2.243041992E-3,3.469848633E-2,-1.922607422E-3,3.482402346E-2
3.808933937E1,1.693725586E-2,-1.217651367E-2,-8.697509766E-4,2.087808871E-2
3.809181129E1,3.823852539E-2,-5.372619629E-2,-8.697509766E-4,6.595032569E-2
3.809431374E1,5.528259277E-2,-9.100341797E-2,1.983642578E-4,1.064792303E-1
3.809678566E1,5.953979492E-2,-1.176300049E-1,1.983642578E-4,1.318402237E-1
3.809928810E1,5.953979492E-2,-1.250915527E-1,1.983642578E-4,1.385385257E-1
3.810179054E1,5.207824707E-2,-1.112365723E-1,-8.697509766E-4,1.228270137E-1
3.810426247E1,3.503417969E-2,-8.247375488E-2,-8.697509766E-4,8.961066040E-2
3.810676491E1,1.054382324E-2,-4.306030273E-2,-1.922607422E-3,4.437407238E-2
3.810923683E1,-8.636474609E-3,-2.578735352E-3,1.983642578E-4,9.015426672E-3
3.811173927E1,-2.568054199E-2,3.469848633E-2,-8.697509766E-4,4.317674904E-2
3.811424171E1,-4.486083984E-2,6.771850586E-2,1.983642578E-4,8.123010732E-2
3.811671364E1,-5.337524414E-2,8.369445801E-2,-8.697509766E-4,9.926950919E-2
3.811918556E1,-5.230712891E-2,9.541320801E-2,1.266479492E-3,1.088178293E-1
3.812168800E1,-5.018615723E-2,1.007385254E-1,-1.922607422E-3,1.125637477E-1
3.812415993E1,-4.058837891E-2,9.648132324E-2,-4.058837891E-3,1.047498754E-1
3.812663185E1,-3.100585938E-2,7.730102539E-2,-2.990722656E-3,8.334120388E-2
3.812913429E1,-1.609802246E-2,4.960632324E-2,-8.697509766E-4,5.216023485E-2
3.813163673E1,6.271362305E-3,1.446533203E-2,-8.697509766E-4,1.579025911E-2
3.813413918E1,2.758789062E-2,-2.601623535E-2,1.983642578E-4,3.792064819E-2
3.813661110E1,4.463195801E-2,-7.077026367E-2,-8.697509766E-4,8.367316393E-2
3.813911354E1,5.314636230E-2,-9.951782227E-2,-1.922607422E-3,1.128362938E-1
3.814158546E1,5.635070801E-2,-1.080474854E-1,1.266479492E-3,1.218657678E-1
3.814408791E1,4.995727539E-2,-1.069793701E-1,1.266479492E-3,1.180759034E-1
3.814655983E1,3.823852539E-2,-8.993530273E-2,1.983642578E-4,9.772708350E-2
3.814906227E1,2.545166016E-2,-5.798339844E-2,1.983642578E-4,6.332377790E-2
3.815153420E1,4.150390625E-3,-2.389526367E-2,-8.697509766E-4,2.426861832E-2
3.815403664E1,-1.928710938E-2,1.551818848E-2,2.334594727E-3,2.486477617E-2
3.815653908E1,-3.633117676E-2,4.641723633E-2,1.983642578E-4,5.894534402E-2
3.815901100E1,-4.272460938E-2,7.197570801E-2,1.266479492E-3,8.371080432E-2
3.816151344E1,-4.698181152E-2,8.476257324E-2,1.983642578E-4,9.691245423E-2
3.816398537E1,-4.591369629E-2,8.901977539E-2,-2.990722656E-3,1.002074465E-1
3.816648781E1,-4.272460938E-2,8.796691895E-2,-1.922607422E-3,9.781240972E-2
3.816895973E1,-3.207397461E-2,7.943725586E-2,1.983642578E-4,8.566829527E-2
3.817146217E1,-1.716613770E-2,5.599975586E-2,-1.922607422E-3,5.860328795E-2
3.817393410E1,-1.220703125E-4,2.830505371E-2,-8.697509766E-4,2.831867641E-2
3.817643654E1,1.586914062E-2,-7.919311523E-3,-1.922607422E-3,1.783932562E-2
3.817890846E1,3.291320801E-2,-4.519653320E-2,1.266479492E-3,5.592503773E-2
3.818141090E1,4.463195801E-2,-7.821655273E-2,2.334594727E-3,9.008491067E-2
3.818391334E1,4.888916016E-2,-9.739685059E-2,1.983642578E-4,1.089786026E-1
3.818638527E1,4.995727539E-2,-1.016540527E-1,1.983642578E-4,1.132665668E-1
3.818888771E1,4.142761230E-2,-9.313964844E-2,-8.697509766E-4,1.019411479E-1
3.819135963E1,2.758789062E-2,-6.863403320E-2,1.983642578E-4,7.397135642E-2
3.819386208E1,1.054382324E-2,-3.561401367E-2,1.266479492E-3,3.716361324E-2
3.819633400E1,-7.568359375E-3,-1.525878906E-3,1.266479492E-3,7.823831566E-3
3.819883644E1,-2.461242676E-2,2.616882324E-2,1.983642578E-4,3.592517514E-2
3.820130836E1,-3.526306152E-2,5.387878418E-2,-8.697509766E-4,6.439847327E-2
3.820381081E1,-4.591369629E-2,7.092285156E-2,-8.697509766E-4,8.449186261E-2
3.820628273E1,-4.698181152E-2,8.050537109E-2,-8.697509766E-4,9.321567387E-2
3.820878517E1,-4.165649414E-2,8.369445801E-2,2.334594727E-3,9.351725048E-2
3.821128761E1,-3.421020508E-2,7.730102539E-2,1.983642578E-4,8.453298768E-2
3.821379005E1,-2.568054199E-2,6.132507324E-2,-1.922607422E-3,6.651279023E-2
3.821629250E1,-7.568359375E-3,4.109191895E-2,-8.697509766E-4,4.179213243E-2
3.821876442E1,6.271362305E-3,8.071899414E-3,1.983642578E-4,1.022374167E-2
3.822126686E1,2.012634277E-2,-2.282714844E-2,-8.697509766E-4,3.044511202E-2
3.822373878E1,3.610229492E-2,-5.691528320E-2,-1.922607422E-3,6.742715759E-2
3.822624123E1,4.463195801E-2,-8.247375488E-2,-1.922607422E-3,9.379567335E-2
3.822871315E1,4.142761230E-2,-9.419250488E-2,1.266479492E-3,1.029081095E-1
3.823121559E1,4.356384277E-2,-8.886718750E-2,-8.697509766E-4,9.897445063E-2
3.823371803E1,3.503417969E-2,-7.395935059E-2,1.266479492E-3,8.184731673E-2
3.823618996E1,1.905822754E-2,-5.052185059E-2,1.266479492E-3,5.401182643E-2
3.823869240E1,9.460449219E-4,-1.750183105E-2,1.266479492E-3,1.757307775E-2
3.824116432E1,-1.396179199E-2,1.126098633E-2,-8.697509766E-4,1.795822696E-2
3.824366676E1,-2.674865723E-2,3.895568848E-2,-1.922607422E-3,4.729410901E-2
3.824613869E1,-3.633117676E-2,5.706787109E-2,-4.058837891E-3,6.777293325E-2
3.824864113E1,-3.846740723E-2,6.878662109E-2,-1.922607422E-3,7.883550646E-2
3.825111305E1,-3.633117676E-2,7.730102539E-2,1.983642578E-4,8.541336125E-2
3.825358498E1,-3.421020508E-2,7.624816895E-2,1.266479492E-3,8.358065188E-2
3.825608742E1,-2.354431152E-2,6.665039062E-2,1.983642578E-4,7.068697563E-2
3.825858986E1,-1.077270508E-2,5.387878418E-2,2.334594727E-3,5.499477150E-2
3.826106178E1,6.271362305E-3,4.428100586E-2,-8.697509766E-4,4.473135290E-2
3.826356422E1,2.545166016E-2,3.469848633E-2,-8.697509766E-4,4.304100864E-2
3.826606667E1,4.142761230E-2,2.404785156E-2,-8.697509766E-4,4.790931739E-2
3.826853859E1,4.995727539E-2,4.867553711E-3,-8.697509766E-4,5.020138355E-2
3.827104103E1,6.486511230E-2,-1.750183105E-2,-1.922607422E-3,6.721230024E-2
3.827354347E1,7.339477539E-2,-5.691528320E-2,1.983642578E-4,9.287724083E-2
3.827601540E1,7.339477539E-2,-1.016540527E-1,-8.697509766E-4,1.253837946E-1
3.827848732E1,6.806945801E-2,-1.463928223E-1,-8.697509766E-4,1.614467900E-1
3.828098976E1,7.444763184E-2,-1.442718506E-1,2.334594727E-3,1.623646116E-1
3.828346168E1,5.207824707E-2,-1.144409180E-1,1.266479492E-3,1.257396974E-1
3.828596413E1,1.266479492E-2,-8.781433105E-2,1.266479492E-3,8.873194317E-2
3.828843605E1,-2.243041992E-3,-3.347778320E-2,1.983642578E-4,3.355342835E-2
3.829093849E1,-4.911804199E-2,-1.525878906E-3,-8.697509766E-4,4.914943359E-2
3.829344093E1,-8.106994629E-2,3.788757324E-2,1.266479492E-3,8.949529802E-2
3.829591286E1,-7.788085938E-2,9.754943848E-2,2.334594727E-3,1.248469925E-1
3.829841530E1,-1.151580811E-1,1.007385254E-1,1.266479492E-3,1.530073139E-1
3.830088722E1,-1.151580811E-1,1.199188232E-1,-1.922607422E-3,1.662696732E-1
3.830338966E1,-9.492492676E-2,1.454925537E-1,5.523681641E-3,1.738083311E-1
3.830586159E1,-8.213806152E-2,1.561431885E-1,1.983642578E-4,1.764295775E-1
3.830836403E1,-8.106994629E-2,1.241760254E-1,3.402709961E-3,1.483361045E-1
3.831083595E1,-4.379272461E-2,1.103363037E-1,-8.697509766E-4,1.187125061E-1
3.831333839E1,-7.568359375E-3,5.599975586E-2,1.983642578E-4,5.650922109E-2
3.831581032E1,3.823852539E-2,2.746582031E-3,-4.058837891E-3,3.855129961E-2
3.831831276E1,5.635070801E-2,-9.739685059E-2,-1.922607422E-3,1.125399716E-1
3.832078468E1,9.255981445E-2,-1.783599854E-1,-8.697509766E-4,2.009486504E-1
3.832328712E1,1.117401123E-1,-2.113800049E-1,-8.697509766E-4,2.390985479E-1
3.832578957E1,9.895324707E-2,-2.017974854E-1,2.334594727E-3,2.247652565E-1
3.832826149E1,9.043884277E-2,-1.474609375E-1,1.266479492E-3,1.729899313E-1
3.833076393E1,6.379699707E-2,-9.951782227E-2,1.983642578E-4,1.182112225E-1
3.833323586E1,2.226257324E-2,-5.052185059E-2,1.266479492E-3,5.522393978E-2
3.833573830E1,-4.379272461E-3,7.003784180E-3,-2.990722656E-3,8.784955443E-3
3.833821022E1,-3.526306152E-2,5.281066895E-2,-8.697509766E-4,6.350753285E-2
3.834071266E1,-5.870056152E-2,8.050537109E-2,4.455566406E-3,9.973325809E-2
3.834318458E1,-6.295776367E-2,9.968566895E-2,3.402709961E-3,1.179512231E-1
3.834568703E1,-6.616210938E-2,1.305694580E-1,1.983642578E-4,1.463757064E-1
3.834815895E1,-7.574462891E-2,1.220550537E-1,1.983642578E-4,1.436479178E-1
3.835066139E1,-5.551147461E-2,8.796691895E-2,2.334594727E-3,1.040439954E-1
3.835316383E1,-3.100585938E-2,7.836914062E-2,2.334594727E-3,8.431213347E-2
3.835563576E1,-3.207397461E-2,5.599975586E-2,1.266479492E-3,6.454700980E-2
3.835813820E1,-1.716613770E-2,3.256225586E-2,1.266479492E-3,3.683179008E-2
3.836061012E1,1.373291016E-2,6.103515625E-4,1.266479492E-3,1.380468474E-2
3.836311256E1,3.184509277E-2,-3.347778320E-2,-8.697509766E-4,4.621285934E-2
3.836558449E1,4.249572754E-2,-6.542968750E-2,-7.263183594E-3,7.835614016E-2
3.836808693E1,5.421447754E-2,-9.951782227E-2,-4.058837891E-3,1.133996503E-1
3.837055885E1,6.060791016E-2,-1.176300049E-1,1.266479492E-3,1.323319341E-1
3.837306129E1,5.635070801E-2,-1.101837158E-1,-8.697509766E-4,1.237602925E-1
3.837553322E1,4.249572754E-2,-8.781433105E-2,-8.697509766E-4,9.756023813E-2
3.837803566E1,2.651977539E-2,-5.691528320E-2,1.983642578E-4,6.279082176E-2
3.838050758E1,6.271362305E-3,-2.815246582E-2,-1.922607422E-3,2.890653449E-2
3.838301003E1,-1.182556152E-2,9.124755859E-3,-8.697509766E-4,1.496200326E-2
3.838551247E1,-2.781677246E-2,4.109191895E-2,1.983642578E-4,4.962215212E-2
3.838798439E1,-4.058837891E-2,6.025695801E-2,1.266479492E-3,7.266306807E-2
3.839048683E1,-4.698181152E-2,7.197570801E-2,-8.697509766E-4,8.595667295E-2
3.839298927E1,-4.698181152E-2,7.943725586E-2,-1.922607422E-3,9.231069630E-2
3.839546120E1,-4.165649414E-2,9.541320801E-2,1.983642578E-4,1.041104371E-1
3.839793312E1,-4.058837891E-2,8.583068848E-2,-8.697509766E-4,9.494777540E-2
3.840043556E1,-2.035522461E-2,6.132507324E-2,-8.697509766E-4,6.462086539E-2
3.840290749E1,2.014160156E-3,4.216003418E-2,1.266479492E-3,4.222711562E-2
3.840540993E1,8.407592773E-3,3.799438477E-3,2.334594727E-3,9.517020622E-3
3.840791237E1,2.651977539E-2,-3.773498535E-2,-8.697509766E-4,4.613007775E-2
3.841038429E1,4.675292969E-2,-7.502746582E-2,-1.922607422E-3,8.842315014E-2
3.841288673E1,5.102539062E-2,-9.632873535E-2,-1.922607422E-3,1.090252822E-1
3.841535866E1,5.102539062E-2,-1.016540527E-1,1.983642578E-4,1.137417086E-1
3.841786110E1,4.568481445E-2,-9.419250488E-2,1.983642578E-4,1.046870078E-1
3.842033302E1,3.184509277E-2,-7.821655273E-2,1.983642578E-4,8.445104146E-2
3.842283546E1,1.480102539E-2,-4.945373535E-2,1.983642578E-4,5.162152304E-2
3.842530739E1,-3.311157227E-3,-8.972167969E-3,1.983642578E-4,9.565715270E-3
3.842780983E1,-2.354431152E-2,2.404785156E-2,-8.697509766E-4,3.366586159E-2
3.843028175E1,-3.633117676E-2,5.281066895E-2,-1.922607422E-3,6.412969342E-2
3.843278420E1,-4.272460938E-2,7.304382324E-2,-8.697509766E-4,8.462593472E-2
3.843528664E1,-4.698181152E-2,8.369445801E-2,-1.922607422E-3,9.599869444E-2
3.843775856E1,-4.379272461E-2,8.583068848E-2,1.266479492E-3,9.636552176E-2
3.844026100E1,-3.314208984E-2,8.050537109E-2,-8.697509766E-4,8.706474235E-2
3.844273292E1,-2.354431152E-2,6.346130371E-2,1.266479492E-3,6.769989397E-2
3.844523537E1,-9.704589844E-3,4.109191895E-2,1.266479492E-3,4.224131670E-2
3.844770729E1,3.082275391E-3,1.126098633E-2,1.983642578E-4,1.167688242E-2
3.845020973E1,1.905822754E-2,-2.175903320E-2,-1.922607422E-3,2.898910109E-2
3.845268166E1,3.610229492E-2,-5.158996582E-2,1.983642578E-4,6.296776652E-2
3.845518410E1,4.463195801E-2,-7.714843750E-2,-1.922607422E-3,8.914925408E-2
3.845768654E1,4.675292969E-2,-8.886718750E-2,1.266479492E-3,1.004231916E-1
3.846015846E1,4.142761230E-2,-8.674621582E-2,1.266479492E-3,9.613925832E-2
3.846266090E1,3.077697754E-2,-7.502746582E-2,1.983642578E-4,8.109489702E-2
3.846513283E1,1.905822754E-2,-5.052185059E-2,1.983642578E-4,5.399734042E-2
3.846763527E1,3.082275391E-3,-1.856994629E-2,1.266479492E-3,1.886656559E-2
3.847010719E1,-1.289367676E-2,9.124755859E-3,1.983642578E-4,1.579706992E-2
3.847260963E1,-2.568054199E-2,3.788757324E-2,-8.697509766E-4,4.577897891E-2
3.847508156E1,-3.633117676E-2,5.706787109E-2,-1.922607422E-3,6.767859880E-2
3.847758400E1,-4.058837891E-2,6.878662109E-2,-1.922607422E-3,7.989187795E-2
3.848005592E1,-3.421020508E-2,7.624816895E-2,-1.922607422E-3,8.359316849E-2
3.848255836E1,-2.886962891E-2,7.518005371E-2,-1.922607422E-3,8.055552351E-2
3.848506081E1,-2.354431152E-2,6.665039062E-2,1.983642578E-4,7.068697563E-2
3.848753273E1,-1.609802246E-2,4.641723633E-2,1.266479492E-3,4.914580476E-2
3.849003517E1,-1.220703125E-4,1.765441895E-2,-1.922607422E-3,1.775921813E-2
3.849250710E1,1.266479492E-2,-7.919311523E-3,-8.697509766E-4,1.496225224E-2
3.849500954E1,2.331542969E-2,-3.454589844E-2,1.983642578E-4,4.167814426E-2
3.849751198E1,3.610229492E-2,-6.542968750E-2,-8.697509766E-4,7.473403623E-2
3.850001442E1,4.035949707E-2,-7.821655273E-2,1.266479492E-3,8.802455394E-2
3.850248634E1,4.035949707E-2,-8.035278320E-2,1.266479492E-3,8.992809763E-2
3.850498878E1,3.291320801E-2,-7.289123535E-2,1.266479492E-3,7.998759543E-2
3.850746071E1,2.119445801E-2,-5.477905273E-2,1.266479492E-3,5.874992459E-2
3.850996315E1,7.339477539E-3,-3.240966797E-2,1.983642578E-4,3.323091718E-2
3.851246559E1,-3.311157227E-3,-1.525878906E-3,1.983642578E-4,3.651221302E-3
3.851493752E1,-1.609802246E-2,2.616882324E-2,1.983642578E-4,3.072446884E-2
3.851743996E1,-2.781677246E-2,4.428100586E-2,-2.990722656E-3,5.237866676E-2
3.851991188E1,-3.421020508E-2,5.920410156E-2,-8.697509766E-4,6.838289435E-2
3.852241432E1,-3.314208984E-2,6.346130371E-2,2.334594727E-3,7.163229384E-2
3.852488625E1,-3.314208984E-2,6.559753418E-2,1.266479492E-3,7.350536429E-2
3.852738869E1,-2.568054199E-2,6.132507324E-2,-8.697509766E-4,6.649068590E-2
3.852986061E1,-1.716613770E-2,4.855346680E-2,-8.697509766E-4,5.150603739E-2
3.853236305E1,-2.243041992E-3,3.044128418E-2,-8.697509766E-4,3.053619961E-2
3.853483498E1,7.339477539E-3,8.071899414E-3,1.983642578E-4,1.091159196E-2
3.853733742E1,1.905822754E-2,-2.175903320E-2,-8.697509766E-4,2.893834877E-2
3.853980934E1,2.970886230E-2,-4.412841797E-2,1.983642578E-4,5.319749167E-2
3.854231178E1,3.291320801E-2,-6.010437012E-2,1.983642578E-4,6.852630091E-2
3.854481422E1,3.291320801E-2,-6.756591797E-2,-8.697509766E-4,7.516108700E-2
3.854728615E1,2.970886230E-2,-6.863403320E-2,1.983642578E-4,7.478827690E-2
3.854978859E1,2.545166016E-2,-5.584716797E-2,2.334594727E-3,6.141777843E-2
3.855229103E1,1.159667969E-2,-3.561401367E-2,-8.697509766E-4,3.746461552E-2
3.855476295E1,-1.220703125E-4,-1.536560059E-2,-1.922607422E-3,1.548589687E-2
3.855723488E1,-1.182556152E-2,1.019287109E-2,1.983642578E-4,1.561338768E-2
3.855973732E1,-2.142333984E-2,3.363037109E-2,1.983642578E-4,3.987481283E-2
3.856220924E1,-2.568054199E-2,4.748535156E-2,1.266479492E-3,5.399956315E-2
3.856471168E1,-2.886962891E-2,5.813598633E-2,1.266479492E-3,6.492189423E-2
3.856718361E1,-2.674865723E-2,6.025695801E-2,-8.697509766E-4,6.593290619E-2
3.856968605E1,-2.249145508E-2,5.493164062E-2,-8.697509766E-4,5.936419089E-2
3.857218849E1,-2.035522461E-2,4.855346680E-2,1.266479492E-3,5.266287380E-2
3.857466042E1,-1.077270508E-2,3.576660156E-2,-8.697509766E-4,3.736385190E-2
3.857716286E1,-3.311157227E-3,1.339721680E-2,-1.922607422E-3,1.393361401E-2
3.857963478E1,1.266479492E-2,-6.851196289E-3,-2.990722656E-3,1.470647283E-2
3.858213722E1,2.331542969E-2,-3.134155273E-2,1.983642578E-4,3.906330167E-2
3.858460915E1,2.758789062E-2,-5.158996582E-2,2.334594727E-3,5.854969355E-2
3.858711159E1,3.291320801E-2,-6.330871582E-2,-8.697509766E-4,7.135845589E-2
3.858958351E1,3.077697754E-2,-6.330871582E-2,-2.990722656E-3,7.045679717E-2
3.859208595E1,2.119445801E-2,-5.584716797E-2,1.266479492E-3,5.974709358E-2
3.859455788E1,1.373291016E-2,-3.773498535E-2,1.983642578E-4,4.015670914E-2
3.859706032E1,7.339477539E-3,-1.856994629E-2,-8.697509766E-4,1.998667813E-2
3.859956276E1,-2.243041992E-3,-4.577636719E-4,-8.697509766E-4,2.448928688E-3
3.860203468E1,-1.289367676E-2,1.765441895E-2,1.983642578E-4,2.186240511E-2
3.860453712E1,-2.142333984E-2,3.576660156E-2,1.983642578E-4,4.169230895E-2
3.860700905E1,-2.461242676E-2,4.748535156E-2,-1.922607422E-3,5.351940380E-2
3.860951149E1,-2.674865723E-2,5.387878418E-2,-2.990722656E-3,6.022755574E-2
3.861198341E1,-2.461242676E-2,5.599975586E-2,-8.697509766E-4,6.117598119E-2
3.861448586E1,-2.035522461E-2,4.855346680E-2,-1.922607422E-3,5.268273651E-2
3.861695778E1,-1.289367676E-2,3.576660156E-2,-8.697509766E-4,3.802963521E-2
3.861946022E1,-5.447387695E-3,1.872253418E-2,-8.697509766E-4,1.951829361E-2
3.862193214E1,3.082275391E-3,-4.577636719E-4,2.334594727E-3,3.893623210E-3
3.862443458E1,1.693725586E-2,-1.963806152E-2,-8.697509766E-4,2.594765044E-2
3.862690651E1,2.331542969E-2,-3.880310059E-2,2.334594727E-3,4.532924232E-2
3.862940895E1,2.758789062E-2,-4.945373535E-2,1.266479492E-3,5.664245422E-2
3.863191139E1,2.758789062E-2,-5.691528320E-2,1.983642578E-4,6.324935193E-2
3.863438332E1,2.651977539E-2,-5.372619629E-2,1.983642578E-4,5.991529023E-2
3.863688576E1,1.905822754E-2,-4.733276367E-2,1.983642578E-4,5.102593362E-2
3.863935768E1,1.159667969E-2,-2.708435059E-2,-2.990722656E-3,2.961400764E-2
3.864186012E1,2.014160156E-3,-1.004028320E-2,-1.922607422E-3,1.041923928E-2
3.864433205E1,-6.500244141E-3,1.126098633E-2,-8.697509766E-4,1.303147934E-2
3.864683449E1,-1.716613770E-2,2.723693848E-2,2.334594727E-3,3.227967524E-2
3.864930641E1,-2.142333984E-2,3.895568848E-2,-8.697509766E-4,4.446641004E-2
3.865180885E1,-2.461242676E-2,4.748535156E-2,1.266479492E-3,5.349985172E-2
3.865431129E1,-2.354431152E-2,4.748535156E-2,-8.697509766E-4,5.300895853E-2
3.865678322E1,-2.249145508E-2,4.428100586E-2,-1.922607422E-3,4.970281130E-2
3.865928566E1,-1.821899414E-2,4.109191895E-2,1.266479492E-3,4.496756076E-2
3.866175758E1,-8.636474609E-3,2.723693848E-2,1.266479492E-3,2.860145943E-2
3.866426003E1,-2.243041992E-3,1.232910156E-2,1.983642578E-4,1.253304955E-2
3.866673195E1,9.475708008E-3,-7.919311523E-3,-1.922607422E-3,1.249803811E-2
3.866923439E1,1.905822754E-2,-2.815246582E-2,-1.922607422E-3,3.405104680E-2
3.867173683E1,2.331542969E-2,-4.200744629E-2,1.983642578E-4,4.804450180E-2
3.867420876E1,2.651977539E-2,-5.158996582E-2,-8.697509766E-4,5.801361501E-2
3.867668068E1,2.545166016E-2,-5.052185059E-2,-8.697509766E-4,5.657738822E-2
3.867918312E1,1.693725586E-2,-4.519653320E-2,-8.697509766E-4,4.827373734E-2
3.868168556E1,1.159667969E-2,-3.454589844E-2,-1.922607422E-3,3.649107422E-2
3.868415749E1,7.339477539E-3,-1.536560059E-2,1.983642578E-4,1.702964945E-2
3.868665993E1,-1.220703125E-4,6.103515625E-4,1.266479492E-3,1.411169903E-3
3.868913185E1,-1.182556152E-2,1.446533203E-2,-8.697509766E-4,1.870417608E-2
3.869163429E1,-1.716613770E-2,3.044128418E-2,-8.697509766E-4,3.495861171E-2
3.869410622E1,-2.354431152E-2,4.002380371E-2,1.266479492E-3,4.645259346E-2
3.869660866E1,-2.249145508E-2,4.534912109E-2,1.983642578E-4,5.062062508E-2
3.869908058E1,-1.716613770E-2,4.428100586E-2,-8.697509766E-4,4.749989716E-2
