"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.082493765E1,-4.852294922E-3,2.261352539E-2,3.204345703E-4,2.313047719E-2
1.082740957E1,-2.731323242E-3,2.580261230E-2,-1.815795898E-3,2.601022959E-2
1.082991202E1,-2.731323242E-3,1.622009277E-2,-1.815795898E-3,1.654837306E-2
1.083238394E1,1.541137695E-3,5.569458008E-3,-7.476806641E-4,5.826919793E-3
1.083488638E1,2.593994141E-3,-6.149291992E-3,3.204345703E-4,6.681712050E-3
1.083735830E1,5.798339844E-3,-1.040649414E-2,-1.815795898E-3,1.205043485E-2
1.097372804E1,-4.426727295E-1,4.316711426E-1,-6.359863281E-2,6.215656899E-1
1.097623049E1,-4.266967773E-1,4.135589600E-1,-6.466674805E-2,5.977314961E-1
1.097870241E1,-4.064636230E-1,4.007873535E-1,-7.318115234E-2,5.754986192E-1
1.098120485E1,-3.958129883E-1,3.869323730E-1,-7.957458496E-2,5.592107810E-1
1.098370729E1,-3.830261230E-1,3.784179688E-1,-8.703613281E-2,5.454213586E-1
1.098620974E1,-3.713073730E-1,3.709564209E-1,-8.915710449E-2,5.323784563E-1
1.098868166E1,-3.659820557E-1,3.581695557E-1,-9.236145020E-2,5.203450136E-1
1.099118410E1,-3.606567383E-1,3.517761230E-1,-9.342956543E-2,5.123951671E-1
1.099365602E1,-3.595886230E-1,3.539123535E-1,-9.129333496E-2,5.127303432E-1
1.099615846E1,-3.574523926E-1,3.443298340E-1,-8.596801758E-2,5.037119689E-1
1.099866091E1,-3.553314209E-1,3.411254883E-1,-8.596801758E-2,5.000175172E-1
1.100113283E1,-3.595886230E-1,3.347320557E-1,-8.171081543E-2,4.980222729E-1
1.100363527E1,-3.670501709E-1,3.251495361E-1,-7.638549805E-2,4.962688718E-1
1.100610720E1,-3.734436035E-1,3.251495361E-1,-7.318115234E-2,5.005375380E-1
1.100860964E1,-3.798217773E-1,3.134307861E-1,-6.999206543E-2,4.973955463E-1
1.101108156E1,-3.915405273E-1,2.963867188E-1,-6.999206543E-2,4.960322175E-1
1.101358400E1,-4.022064209E-1,2.846679688E-1,-6.571960449E-2,4.971166099E-1
1.101608644E1,-4.139099121E-1,2.740173340E-1,-6.253051758E-2,5.003168799E-1
1.101855837E1,-4.203033447E-1,2.718811035E-1,-6.146240234E-2,5.043330873E-1
1.102103029E1,-4.309539795E-1,2.654876709E-1,-6.359863281E-2,5.101468631E-1
1.102353273E1,-4.426727295E-1,2.654876709E-1,-6.039428711E-2,5.197021443E-1
1.102603517E1,-4.512023926E-1,2.686920166E-1,-6.039428711E-2,5.286080483E-1
1.102853762E1,-4.586639404E-1,2.729492188E-1,-6.359863281E-2,5.375115556E-1
1.103104006E1,-4.671783447E-1,2.878723145E-1,-6.678771973E-2,5.527989460E-1
1.103351198E1,-4.767608643E-1,2.963867188E-1,-6.999206543E-2,5.657251081E-1
1.103601442E1,-4.831542969E-1,3.102416992E-1,-7.638549805E-2,5.792432398E-1
1.103848635E1,-4.906158447E-1,3.326110840E-1,-7.531738281E-2,5.975004171E-1
1.104098879E1,-4.927520752E-1,3.496551514E-1,-8.064270020E-2,6.095626117E-1
1.104346071E1,-4.927520752E-1,3.698883057E-1,-8.808898926E-2,6.223999006E-1
1.104596315E1,-4.991455078E-1,3.933258057E-1,-9.022521973E-2,6.418660434E-1
1.104843508E1,-4.991455078E-1,4.231567383E-1,-9.661865234E-2,6.614703524E-1
1.105093752E1,-5.023345947E-1,4.369964600E-1,-1.062011719E-1,6.742289225E-1
1.105340944E1,-5.034027100E-1,4.625701904E-1,-1.094055176E-1,6.923547044E-1
1.105591188E1,-4.980773926E-1,4.881286621E-1,-1.157989502E-1,7.069371094E-1
1.105841432E1,-4.991455078E-1,5.104980469E-1,-1.232452393E-1,7.245301117E-1
1.106088625E1,-4.959411621E-1,5.339355469E-1,-1.275177002E-1,7.398010330E-1
1.106338869E1,-4.948730469E-1,5.392608643E-1,-1.317749023E-1,7.436842321E-1
1.106586061E1,-5.001983643E-1,5.477905273E-1,-1.317749023E-1,7.534172087E-1
1.106836306E1,-5.055236816E-1,5.477905273E-1,-1.317749023E-1,7.569631956E-1
1.107083498E1,-5.097961426E-1,5.445861816E-1,-1.307067871E-1,7.573311564E-1
1.107333742E1,-5.215148926E-1,5.307464600E-1,-1.264495850E-1,7.547576336E-1
1.107583986E1,-5.374908447E-1,5.137023926E-1,-1.221923828E-1,7.534703277E-1
1.107831179E1,-5.556030273E-1,4.945220947E-1,-1.125946045E-1,7.522794502E-1
1.108078371E1,-5.747680664E-1,4.646911621E-1,-1.030120850E-1,7.462624846E-1
1.108328615E1,-5.992736816E-1,4.423217773E-1,-9.342956543E-2,7.506707560E-1
1.108578859E1,-6.227111816E-1,4.156951904E-1,-8.171081543E-2,7.531589238E-1
1.108826052E1,-6.493377686E-1,3.911895752E-1,-7.104492188E-2,7.613909655E-1
1.109076296E1,-6.749114990E-1,3.677520752E-1,-5.934143066E-2,7.708881409E-1
1.109323488E1,-7.015380859E-1,3.475189209E-1,-5.506896973E-2,7.848297126E-1
1.109573732E1,-7.239074707E-1,3.294067383E-1,-4.762268066E-2,7.967551350E-1
1.109820925E1,-7.473449707E-1,3.123626709E-1,-4.655456543E-2,8.113336373E-1
1.110071169E1,-7.707824707E-1,3.006439209E-1,-4.762268066E-2,8.287100241E-1
1.110318361E1,-7.878265381E-1,2.942504883E-1,-4.762268066E-2,8.423312434E-1
1.110568605E1,-7.984771729E-1,2.921295166E-1,-5.081176758E-2,8.517554143E-1
1.110815798E1,-8.101959229E-1,2.921295166E-1,-5.081176758E-2,8.627507888E-1
1.111066042E1,-8.144531250E-1,2.985229492E-1,-4.974365234E-2,8.688637839E-1
1.111316286E1,-8.219146729E-1,3.070373535E-1,-5.294799805E-2,8.789875747E-1
1.111566530E1,-8.219146729E-1,3.187561035E-1,-5.400085449E-2,8.832130407E-1
1.111813722E1,-8.187103271E-1,3.315429688E-1,-5.400085449E-2,8.849426152E-1
1.112060915E1,-8.123321533E-1,3.507080078E-1,-5.506896973E-2,8.865169065E-1
1.112311159E1,-8.038024902E-1,3.741455078E-1,-5.827331543E-2,8.885263550E-1
1.112558351E1,-7.942199707E-1,3.954620361E-1,-5.506896973E-2,8.889365418E-1
1.112808596E1,-7.771759033E-1,4.199523926E-1,-5.506896973E-2,8.850960333E-1
1.113055788E1,-7.569274902E-1,4.402008057E-1,-4.974365234E-2,8.770350083E-1
1.113306032E1,-7.388153076E-1,4.615020752E-1,-4.762268066E-2,8.724105363E-1
1.113553224E1,-7.153930664E-1,4.796142578E-1,-4.548645020E-2,8.624883147E-1
1.113803469E1,-6.940765381E-1,4.891967773E-1,-4.122924805E-2,8.501503270E-1
1.114053713E1,-6.674499512E-1,5.083770752E-1,-4.016113281E-2,8.399700021E-1
1.114300905E1,-6.418762207E-1,5.232849121E-1,-4.122924805E-2,8.291755139E-1
1.114551149E1,-6.163177490E-1,5.360717773E-1,-3.909301758E-2,8.177706171E-1
1.114798342E1,-5.896911621E-1,5.435333252E-1,-3.802490234E-2,8.028761022E-1
1.115048586E1,-5.619812012E-1,5.499267578E-1,-4.122924805E-2,7.873640583E-1
1.115295778E1,-5.310974121E-1,5.605773926E-1,-4.655456543E-2,7.736141168E-1
1.115546022E1,-5.023345947E-1,5.744171143E-1,-5.081176758E-2,7.647724511E-1
1.115793215E1,-4.703826904E-1,5.829467773E-1,-5.827331543E-2,7.513205707E-1
1.116043459E1,-4.405517578E-1,5.882720947E-1,-6.359863281E-2,7.376955299E-1
1.116290651E1,-4.139099121E-1,5.925292969E-1,-6.678771973E-2,7.258601673E-1
1.116540895E1,-3.883514404E-1,5.957336426E-1,-6.785583496E-2,7.143667325E-1
1.116791140E1,-3.659820557E-1,5.903930664E-1,-7.211303711E-2,6.983603139E-1
1.117038332E1,-3.414764404E-1,5.818786621E-1,-7.638549805E-2,6.789872466E-1
1.117288576E1,-3.255004883E-1,5.690917969E-1,-7.743835449E-2,6.601611469E-1
1.117538820E1,-3.169708252E-1,5.477905273E-1,-7.318115234E-2,6.371031682E-1
1.117786013E1,-3.084564209E-1,5.126342773E-1,-7.424926758E-2,6.028699857E-1
1.118033205E1,-3.095245361E-1,4.742889404E-1,-7.318115234E-2,5.710612214E-1
1.118283449E1,-3.116455078E-1,4.252777100E-1,-6.999206543E-2,5.318674105E-1
1.118530642E1,-3.169708252E-1,3.762817383E-1,-6.359863281E-2,4.960879324E-1
1.118780886E1,-3.255004883E-1,3.251495361E-1,-5.934143066E-2,4.638902824E-1
1.119028078E1,-3.372192383E-1,2.718811035E-1,-5.613708496E-2,4.367923093E-1
1.119278322E1,-3.542633057E-1,2.228851318E-1,-5.506896973E-2,4.221526539E-1
1.119528566E1,-3.713073730E-1,1.781463623E-1,-4.974365234E-2,4.148249301E-1
1.119775759E1,-3.883514404E-1,1.365966797E-1,-5.187988281E-2,4.149301344E-1
1.120026003E1,-4.085845947E-1,1.035766602E-1,-5.720520020E-2,4.253726960E-1
1.120273195E1,-4.256286621E-1,7.800292969E-2,-6.146240234E-2,4.370604557E-1
1.120523439E1,-4.448089600E-1,6.416320801E-2,-5.934143066E-2,4.533137253E-1
1.120770632E1,-4.607849121E-1,5.989074707E-2,-5.720520020E-2,4.681688496E-1
1.121020876E1,-4.735717773E-1,6.095886230E-2,-5.613708496E-2,4.807677022E-1
1.121268068E1,-4.842224121E-1,6.735229492E-2,-5.400085449E-2,4.918574675E-1
1.121518312E1,-4.895477295E-1,7.481384277E-2,-5.400085449E-2,4.981668223E-1
1.121765505E1,-4.948730469E-1,8.760070801E-2,-5.187988281E-2,5.052373094E-1
1.122015749E1,-4.948730469E-1,9.825134277E-2,-4.762268066E-2,5.067746823E-1
1.122265993E1,-4.938049316E-1,1.120910645E-1,-4.441833496E-2,5.083116227E-1
1.122513185E1,-4.927520752E-1,1.248779297E-1,-4.122924805E-2,5.099989763E-1
1.122763430E1,-4.820861816E-1,1.355285645E-1,-3.163146973E-2,5.017724865E-1
1.123010622E1,-4.746398926E-1,1.429901123E-1,-2.418518066E-2,4.963004360E-1
1.123260866E1,-4.639892578E-1,1.483154297E-1,-2.418518066E-2,4.877175627E-1
1.123511110E1,-4.490661621E-1,1.493835449E-1,-2.204895020E-2,4.737742265E-1
1.123758303E1,-4.341583252E-1,1.472473145E-1,-1.991271973E-2,4.588809643E-1
1.124005495E1,-4.192504883E-1,1.408538818E-1,-1.885986328E-2,4.426810165E-1
1.124255739E1,-4.000701904E-1,1.355285645E-1,-1.885986328E-2,4.228236553E-1
1.124502932E1,-3.840942383E-1,1.302032471E-1,-1.991271973E-2,4.060514571E-1
1.124753176E1,-3.681030273E-1,1.227416992E-1,-2.098083496E-2,3.885943372E-1
1.125000368E1,-3.521270752E-1,1.184844971E-1,-2.098083496E-2,3.721185948E-1
1.125250612E1,-3.350830078E-1,1.163635254E-1,-2.737426758E-2,3.557673997E-1
1.125500856E1,-3.180389404E-1,1.184844971E-1,-3.057861328E-2,3.407673624E-1
1.125748049E1,-2.978057861E-1,1.216888428E-1,-3.057861328E-2,3.231586488E-1
1.125998293E1,-2.828826904E-1,1.259460449E-1,-3.269958496E-2,3.113748314E-1
1.126245485E1,-2.658386230E-1,1.355285645E-1,-3.590393066E-2,3.005449343E-1
1.126495729E1,-2.487945557E-1,1.504516602E-1,-3.909301758E-2,2.933644440E-1
1.126742922E1,-2.317504883E-1,1.642913818E-1,-4.122924805E-2,2.870536498E-1
1.126993166E1,-2.125854492E-1,1.802673340E-1,-4.548645020E-2,2.824144155E-1
1.127240358E1,-1.955413818E-1,1.973114014E-1,-4.974365234E-2,2.822102976E-1
1.127490602E1,-1.784973145E-1,2.175598145E-1,-5.613708496E-2,2.869580744E-1
1.127737795E1,-1.582489014E-1,2.367248535E-1,-6.146240234E-2,2.913056779E-1
1.127988039E1,-1.380157471E-1,2.495117188E-1,-6.999206543E-2,2.936040420E-1
1.128238283E1,-1.188354492E-1,2.644348145E-1,-7.211303711E-2,2.987439124E-1
1.128485475E1,-1.017913818E-1,2.697601318E-1,-7.531738281E-2,2.980012119E-1
1.128735720E1,-7.942199707E-2,2.814788818E-1,-7.531738281E-2,3.020114612E-1
1.128985964E1,-5.598449707E-2,2.921295166E-1,-7.424926758E-2,3.065727844E-1
1.129233156E1,-4.107666016E-2,2.931976318E-1,-7.531738281E-2,3.054911643E-1
1.129483400E1,-2.403259277E-2,2.910614014E-1,-7.211303711E-2,3.008231956E-1
1.129730593E1,-8.056640625E-3,2.899932861E-1,-6.785583496E-2,2.979352779E-1
1.129977785E1,3.662109375E-3,2.868041992E-1,-6.359863281E-2,2.937938832E-1
1.130228029E1,1.112365723E-2,2.761535645E-1,-5.934143066E-2,2.826763738E-1
1.130475222E1,1.538085938E-2,2.654876709E-1,-5.827331543E-2,2.722426372E-1
1.130725466E1,2.391052246E-2,2.548370361E-1,-5.506896973E-2,2.618133295E-1
1.130975710E1,2.603149414E-2,2.452545166E-1,-5.187988281E-2,2.520296388E-1
1.131222902E1,2.709960938E-2,2.356719971E-1,-5.187988281E-2,2.428316315E-1
1.131473146E1,2.603149414E-2,2.207489014E-1,-5.081176758E-2,2.280121748E-1
1.131723390E1,2.177429199E-2,2.133026123E-1,-5.400085449E-2,2.211067988E-1
1.131973635E1,1.219177246E-2,2.026367188E-1,-5.720520020E-2,2.109092554E-1
1.132220827E1,4.730224609E-3,1.930541992E-1,-6.253051758E-2,2.029836557E-1
1.132471071E1,-5.920410156E-3,1.834716797E-1,-6.571960449E-2,1.949768574E-1
1.132718264E1,-2.510070801E-2,1.802673340E-1,-7.104492188E-2,1.953810077E-1
1.132968508E1,-4.319763184E-2,1.781463623E-1,-7.318115234E-2,1.973769056E-1
1.133215700E1,-6.130981445E-2,1.760101318E-1,-7.531738281E-2,2.010252920E-1
1.133465944E1,-8.795166016E-2,1.770782471E-1,-7.957458496E-2,2.131298071E-1
1.133713137E1,-1.113891602E-1,1.781463623E-1,-7.957458496E-2,2.246681686E-1
1.133963381E1,-1.380157471E-1,1.813354492E-1,-8.171081543E-2,2.420899604E-1
1.134213625E1,-1.667785645E-1,1.845397949E-1,-8.276367188E-2,2.621447136E-1
1.134460817E1,-1.966094971E-1,1.909332275E-1,-8.383178711E-2,2.865982558E-1
1.134711061E1,-2.306976318E-1,1.994476318E-1,-8.383178711E-2,3.162728627E-1
1.134958254E1,-2.562561035E-1,2.122344971E-1,-7.850646973E-2,3.418683052E-1
1.135208498E1,-2.818298340E-1,2.218170166E-1,-6.999206543E-2,3.654172046E-1
1.135458742E1,-3.105926514E-1,2.346038818E-1,-6.678771973E-2,3.949270514E-1
1.135708986E1,-3.340148926E-1,2.441864014E-1,-5.720520020E-2,4.176905338E-1
1.135956179E1,-3.585205078E-1,2.505798340E-1,-4.441833496E-2,4.396591819E-1
1.136203371E1,-3.808898926E-1,2.622985840E-1,-3.695678711E-2,4.639433818E-1
1.136450563E1,-3.958129883E-1,2.772064209E-1,-2.844238281E-2,4.840664114E-1
1.136700808E1,-4.107208252E-1,2.889251709E-1,-1.885986328E-2,5.025187012E-1
1.136951052E1,-4.245758057E-1,3.006439209E-1,-1.139831543E-2,5.203665088E-1
1.137201296E1,-4.352264404E-1,3.091735840E-1,-3.936767578E-3,5.338781299E-1
1.137448488E1,-4.394836426E-1,3.144989014E-1,2.456665039E-3,5.404271147E-1
1.137698732E1,-4.469451904E-1,3.166198730E-1,3.509521484E-3,5.477412382E-1
1.137945925E1,-4.522705078E-1,3.112945557E-1,6.713867188E-3,5.490883250E-1
1.138196169E1,-4.543914795E-1,3.081054688E-1,7.781982422E-3,5.490547839E-1
1.138443361E1,-4.554595947E-1,3.006439209E-1,5.645751953E-3,5.457674268E-1
1.138690554E1,-4.543914795E-1,2.910614014E-1,6.713867188E-3,5.396604785E-1
1.138940798E1,-4.522705078E-1,2.804107666E-1,2.456665039E-3,5.321511491E-1
1.139187990E1,-4.469451904E-1,2.708129883E-1,3.204345703E-4,5.225894953E-1
1.139438234E1,-4.384155273E-1,2.601623535E-1,1.388549805E-3,5.097985415E-1
1.139688478E1,-4.299011230E-1,2.527160645E-1,2.456665039E-3,4.986846900E-1
1.139935671E1,-4.149780273E-1,2.409973145E-1,2.456665039E-3,4.798880119E-1
1.140185915E1,-4.022064209E-1,2.303466797E-1,-3.936767578E-3,4.635138574E-1
1.140433107E1,-3.862152100E-1,2.196807861E-1,-3.936767578E-3,4.443392109E-1
1.140683351E1,-3.638458252E-1,2.090301514E-1,-5.004882812E-3,4.196456095E-1
1.140933596E1,-3.478698730E-1,1.930541992E-1,-7.141113281E-3,3.979125129E-1
1.141180788E1,-3.265686035E-1,1.781463623E-1,-9.262084961E-3,3.721141833E-1
1.141427980E1,-3.020629883E-1,1.600341797E-1,-1.033020020E-2,3.419937143E-1
1.141678224E1,-2.765045166E-1,1.419219971E-1,-1.246643066E-2,3.110498559E-1
1.141928469E1,-2.562561035E-1,1.216888428E-1,-1.353454590E-2,2.840044876E-1
1.142175661E1,-2.328186035E-1,1.025085449E-1,-1.458740234E-2,2.548044274E-1
1.142425905E1,-2.029876709E-1,8.013916016E-2,-1.353454590E-2,2.186537524E-1
1.142673098E1,-1.763610840E-1,5.563354492E-2,-1.565551758E-2,1.855893814E-1
1.142920290E1,-1.508026123E-1,3.433227539E-2,-1.991271973E-2,1.559379666E-1
1.143170534E1,-1.273651123E-1,1.303100586E-2,-2.630615234E-2,1.307046005E-1
1.143417726E1,-1.007232666E-1,-8.285522461E-3,-3.269958496E-2,1.062218865E-1
1.143667971E1,-7.728576660E-2,-2.745056152E-2,-3.802490234E-2,9.040197036E-2
1.143918215E1,-5.491638184E-2,-4.237365723E-2,-4.441833496E-2,8.236700979E-2
1.144165407E1,-3.787231445E-2,-5.834960938E-2,-4.762268066E-2,8.430248413E-2
1.144415651E1,-1.550292969E-2,-7.325744629E-2,-5.506896973E-2,9.294937166E-2
1.144662844E1,2.593994141E-3,-8.390808105E-2,-6.039428711E-2,1.034154959E-1
1.144913088E1,2.177429199E-2,-8.923339844E-2,-6.253051758E-2,1.111160871E-1
1.145163332E1,3.988647461E-2,-9.455871582E-2,-6.678771973E-2,1.224454209E-1
1.145410524E1,5.160522461E-2,-9.562683105E-2,-6.678771973E-2,1.275468131E-1
1.145660768E1,6.758117676E-2,-9.350585938E-2,-6.571960449E-2,1.327766079E-1
1.145907961E1,7.716369629E-2,-9.350585938E-2,-6.678771973E-2,1.384130820E-1
1.146158205E1,8.462524414E-2,-9.243774414E-2,-6.785583496E-2,1.425152021E-1
1.146405397E1,9.315490723E-2,-9.776306152E-2,-6.892395020E-2,1.516112260E-1
1.146655642E1,9.527587891E-2,-9.562683105E-2,-6.892395020E-2,1.515667999E-1
1.146902834E1,9.741210938E-2,-1.030883789E-1,-6.999206543E-2,1.581620123E-1
1.147153078E1,9.315490723E-2,-1.073455811E-1,-6.892395020E-2,1.579601894E-1
1.147403322E1,8.569335938E-2,-1.158752441E-1,-6.466674805E-2,1.579626929E-1
1.147650514E1,7.823181152E-2,-1.243896484E-1,-6.146240234E-2,1.592815993E-1
1.147900759E1,6.758117676E-2,-1.339874268E-1,-6.146240234E-2,1.621649558E-1
1.148147951E1,5.479431152E-2,-1.393127441E-1,-6.039428711E-2,1.614246796E-1
1.148398195E1,4.095458984E-2,-1.403656006E-1,-5.400085449E-2,1.558713333E-1
1.148645388E1,2.709960938E-2,-1.371765137E-1,-4.867553711E-2,1.480577342E-1
1.148895632E1,1.751708984E-2,-1.307830811E-1,-4.229736328E-2,1.385645325E-1
1.149142824E1,3.662109375E-3,-1.254577637E-1,-3.269958496E-2,1.297009035E-1
1.149393068E1,-9.109497070E-3,-1.190643311E-1,-2.204895020E-2,1.214308613E-1
1.149640261E1,-2.296447754E-2,-1.062774658E-1,-1.565551758E-2,1.098515462E-1
1.149890505E1,-3.042602539E-2,-9.776306152E-2,-1.033020020E-2,1.029080767E-1
1.150140749E1,-4.214477539E-2,-8.604431152E-2,-7.476806641E-4,9.581421953E-2
1.150387941E1,-5.065917969E-2,-8.178710938E-2,5.645751953E-3,9.637094096E-2
1.150635134E1,-5.491638184E-2,-7.006835938E-2,1.203918457E-2,8.983499287E-2
1.150885378E1,-5.918884277E-2,-6.474304199E-2,1.629638672E-2,8.922193013E-2
1.151135622E1,-6.024169922E-2,-5.941772461E-2,2.162170410E-2,8.733284841E-2
1.151385866E1,-6.344604492E-2,-5.514526367E-2,2.589416504E-2,8.795969818E-2
1.151633058E1,-5.705261230E-2,-5.834960938E-2,2.801513672E-2,8.628166300E-2
1.151880251E1,-4.853820801E-2,-6.153869629E-2,2.908325195E-2,8.359906890E-2
1.152130495E1,-4.107666016E-2,-6.793212891E-2,2.908325195E-2,8.454526416E-2
1.152377687E1,-3.149414062E-2,-7.432556152E-2,3.015136719E-2,8.617003500E-2
1.152627932E1,-1.550292969E-2,-8.178710938E-2,3.015136719E-2,8.853573873E-2
1.152875124E1,-1.663208008E-3,-9.030151367E-2,3.015136719E-2,9.521677675E-2
1.153125368E1,1.219177246E-2,-9.883117676E-2,2.908325195E-2,1.037404278E-1
1.153375612E1,3.135681152E-2,-1.094818115E-1,3.015136719E-2,1.178075618E-1
1.153625856E1,5.267333984E-2,-1.265258789E-1,2.375793457E-2,1.390960755E-1
1.153873049E1,6.864929199E-2,-1.414337158E-1,2.162170410E-2,1.586937912E-1
1.154120241E1,9.101867676E-2,-1.531524658E-1,1.736450195E-2,1.790016850E-1
1.154370485E1,1.080627441E-1,-1.670074463E-1,8.850097656E-3,1.991164685E-1
1.154617678E1,1.219177246E-1,-1.840515137E-1,2.456665039E-3,2.207825321E-1
1.154867922E1,1.378936768E-1,-1.957702637E-1,-5.004882812E-3,2.395114007E-1
1.155115114E1,1.506805420E-1,-2.042846680E-1,-1.033020020E-2,2.540542547E-1
1.155365358E1,1.623840332E-1,-2.149353027E-1,-1.353454590E-2,2.697201189E-1
1.155612551E1,1.709136963E-1,-2.213287354E-1,-1.885986328E-2,2.802741428E-1
1.155862795E1,1.762390137E-1,-2.255859375E-1,-1.779174805E-2,2.868200681E-1
1.156109987E1,1.826324463E-1,-2.277221680E-1,-2.204895020E-2,2.927424678E-1
1.156360231E1,1.847686768E-1,-2.255859375E-1,-1.991271973E-2,2.922755472E-1
1.156610475E1,1.847686768E-1,-2.202606201E-1,-1.779174805E-2,2.880464389E-1
1.156857668E1,1.815643311E-1,-2.128143311E-1,-1.672363281E-2,2.802413704E-1
1.157107912E1,1.815643311E-1,-2.021636963E-1,-1.458740234E-2,2.721186482E-1
1.157358156E1,1.794281006E-1,-1.883087158E-1,-1.885986328E-2,2.607878643E-1
1.157605348E1,1.730499268E-1,-1.776580811E-1,-1.885986328E-2,2.487254819E-1
1.157852541E1,1.666564941E-1,-1.648712158E-1,-1.779174805E-2,2.351030649E-1
1.158102785E1,1.623840332E-1,-1.563568115E-1,-1.565551758E-2,2.259670816E-1
1.158349977E1,1.570587158E-1,-1.478271484E-1,-1.779174805E-2,2.164182347E-1
1.158600222E1,1.474761963E-1,-1.371765137E-1,-1.779174805E-2,2.021958720E-1
1.158847414E1,1.368255615E-1,-1.339874268E-1,-1.458740234E-2,1.920589939E-1
1.159097658E1,1.304321289E-1,-1.297149658E-1,-1.353454590E-2,1.844497128E-1
1.159347902E1,1.187133789E-1,-1.275939941E-1,-8.209228516E-3,1.744720181E-1
1.159595095E1,1.038055420E-1,-1.275939941E-1,-7.476806641E-4,1.644882273E-1
1.159845339E1,8.676147461E-2,-1.286468506E-1,2.456665039E-3,1.551889199E-1
1.160095583E1,7.078552246E-2,-1.297149658E-1,8.850097656E-3,1.480367751E-1
1.160345827E1,5.374145508E-2,-1.307830811E-1,1.310729980E-2,1.420005619E-1
1.160593019E1,3.456115723E-2,-1.329193115E-1,1.950073242E-2,1.387166015E-1
1.160843264E1,1.325988770E-2,-1.329193115E-1,2.589416504E-2,1.360657039E-1
1.161090456E1,-1.124572754E-2,-1.339874268E-1,3.121948242E-2,1.380353324E-1
1.161340700E1,-3.254699707E-2,-1.318511963E-1,3.654479980E-2,1.406398499E-1
1.161587892E1,-5.279541016E-2,-1.297149658E-1,4.293823242E-2,1.464821474E-1
1.161838137E1,-7.516479492E-2,-1.222686768E-1,5.038452148E-2,1.521117212E-1
1.162088381E1,-9.220886230E-2,-1.158752441E-1,5.464172363E-2,1.578456982E-1
1.162335573E1,-1.092529297E-1,-1.126708984E-1,5.784606934E-2,1.672635697E-1
1.162585817E1,-1.262969971E-1,-1.052246094E-1,6.317138672E-2,1.761072798E-1
1.162833010E1,-1.422729492E-1,-9.883117676E-2,6.742858887E-2,1.858919261E-1
1.163083254E1,-1.539916992E-1,-9.243774414E-2,6.742858887E-2,1.918457572E-1
1.163333498E1,-1.635742188E-1,-8.923339844E-2,6.742858887E-2,1.981558453E-1
1.163580690E1,-1.742248535E-1,-8.390808105E-2,7.063293457E-2,2.058734492E-1
1.163827883E1,-1.795654297E-1,-7.539367676E-2,7.275390625E-2,2.078968035E-1
1.164078127E1,-1.806182861E-1,-6.793212891E-2,7.168579102E-2,2.058557555E-1
1.164325319E1,-1.838226318E-1,-6.367492676E-2,7.063293457E-2,2.069644117E-1
1.164572512E1,-1.838226318E-1,-5.834960938E-2,7.168579102E-2,2.057529818E-1
1.164822756E1,-1.795654297E-1,-4.981994629E-2,6.849670410E-2,1.985385833E-1
1.165073000E1,-1.774291992E-1,-4.130554199E-2,6.742858887E-2,1.942521123E-1
1.165323244E1,-1.742248535E-1,-3.491210938E-2,6.636047363E-2,1.896756901E-1
1.165570436E1,-1.625213623E-1,-2.638244629E-2,6.103515625E-2,1.755975996E-1
1.165820680E1,-1.518554688E-1,-2.105712891E-2,5.891418457E-2,1.642387506E-1
1.166067873E1,-1.390838623E-1,-9.338378906E-3,5.677795410E-2,1.505166507E-1
1.166318117E1,-1.262969971E-1,-6.149291992E-3,5.464172363E-2,1.377478247E-1
1.166565309E1,-1.124420166E-1,1.312255859E-3,4.931640625E-2,1.227885868E-1
1.166815554E1,-9.220886230E-2,5.569458008E-3,4.293823242E-2,1.018684689E-1
1.167062746E1,-7.728576660E-2,6.637573242E-3,3.759765625E-2,8.620168707E-2
1.167312990E1,-6.237792969E-2,8.758544922E-3,3.121948242E-2,7.030202205E-2
1.167560182E1,-4.747009277E-2,5.569458008E-3,2.694702148E-2,5.486866626E-2
1.167810427E1,-3.254699707E-2,5.569458008E-3,1.950073242E-2,3.834846080E-2
1.168060671E1,-1.231384277E-2,5.569458008E-3,1.310729980E-2,1.882686630E-2
1.168307863E1,7.934570312E-3,2.380371094E-3,6.713867188E-3,1.066300076E-2
1.168558107E1,2.497863770E-2,4.501342773E-3,5.645751953E-3,2.600132579E-2
1.168805300E1,4.202270508E-2,5.569458008E-3,3.204345703E-4,4.239138218E-2
1.169055544E1,5.906677246E-2,6.637573242E-3,-5.004882812E-3,5.964888800E-2
1.169305788E1,7.716369629E-2,9.826660156E-3,-6.072998047E-3,7.802358989E-2
1.169552980E1,8.888244629E-2,1.089477539E-2,-1.246643066E-2,9.041126745E-2
1.169800173E1,1.006011963E-1,7.705688477E-3,-1.779174805E-2,1.024525482E-1
1.170050417E1,1.112518311E-1,6.637573242E-3,-2.311706543E-2,1.138219048E-1
1.170297609E1,1.144561768E-1,7.705688477E-3,-2.311706543E-2,1.170213346E-1
1.170547853E1,1.229705811E-1,6.637573242E-3,-2.525329590E-2,1.257121718E-1
1.170798098E1,1.240386963E-1,3.433227539E-3,-2.630615234E-2,1.268439943E-1
1.171045290E1,1.282958984E-1,7.705688477E-3,-2.630615234E-2,1.311915731E-1
1.171295534E1,1.315002441E-1,8.758544922E-3,-2.418518066E-2,1.339923478E-1
